2025-06-04 09:33:46
Parameters:
init_smi: CC
program_name: cc
output_path: .\case3\results
pocket_file: .\case3\imatinib_pocket6A.pdb
lr: 0.01
lr_decrease: 0.1
batch_size: 64
gamma: 1.0
learning_iter: 1
target_iter: 10
memory_capacity: 1000
max_episode: 8000
max_step: 5
epsilon: 0.95
epsilon_increase: 0.05
Objective_properties: ['SAscore', 'QED', 'Affinity']

Episode,SAscore,QED,Affinity,SMILES
6178,0.711,0.674,5.52,CNC(C)(CCC(=O)O)CC(C)C(C)=O
6179,0.732,0.569,5.582,CNC(CCC(=O)O)CC(CO)C(C)C
6180,0.733,0.546,5.834,CCC(N)CC(CCC(=O)O)NC
6181,0.745,0.727,5.508,CC(C)C(C)(C)C1=C(C(=O)O)CCN1
6182,0.654,0.292,7.168,CCC(CN)C(=N)C(O)(CCC(=O)O)NC
6183,0.755,0.563,5.662,CCC(CC(CCC(=O)O)NC)C(=O)O
6184,0.748,0.663,5.352,CNC(CCC(=O)O)CC(C)C(C)C
6185,0.748,0.663,5.352,CNC(CCC(=O)O)CC(C)C(C)C
6186,0.733,0.546,5.834,CCC(N)CC(CCC(=O)O)NC
6187,0.733,0.546,5.834,CCC(N)CC(CCC(=O)O)NC
6188,0.647,0.63,4.982,C#CCC1CC(NC)CC1C(=O)O
6189,0.65,0.695,5.651,CCC(C)C1OC(O)CCC1NC
6190,0.748,0.663,5.352,CNC(CCC(=O)O)CC(C)C(C)C
6191,0.725,0.617,5.823,C=C(C)C(C)CC(CCC(=O)O)NC
6192,0.599,0.656,5.053,C=C1C(C(=O)O)C=NC1C(O)CCC
6193,0.747,0.662,5.826,CNC(CCC(=O)OC)CC(C)C(C)C
6194,0.695,0.597,5.815,CNC(CC(O)C(=O)O)CC(C)C(C)C
6195,0.748,0.663,5.352,CNC(CCC(=O)O)CC(C)C(C)C
6196,0.748,0.663,5.352,CNC(CCC(=O)O)CC(C)C(C)C
6197,0.733,0.546,5.834,CCC(N)CC(CCC(=O)O)NC
6198,0.719,0.639,6.787,CCCC(C)C(C)CC(CCC(=O)O)NC
6199,0.627,0.528,5.37,CCN(N)C1(CCC(=O)O)CCC(C)O1
6200,0.676,0.444,6.596,CC(C)C(C)C(O)C(CCC(=O)O)N(C)N
6201,0.714,0.673,4.498,CC1=CNC(CCC(=O)O)CC1
6202,0.65,0.514,6.429,CCC(CCC(C)(C=CC(=O)O)NC)=NC
6203,0.669,0.729,5.085,CNC1(C)C(C)CCCC1CC(=O)O
6204,0.535,0.607,5.156,CCNC12CC(C(=O)O)=C(C1)C(O)C2
6205,0.6,0.561,5.631,CC1C=CNC(CC(=N)C(=O)O)C1=O
6206,0.749,0.667,4.487,CN1CCCC(O)C1CCC(=O)O
6207,0.748,0.597,4.888,CN1CCCC1C=CC(=O)O
6208,0.708,0.666,5.404,CC(CCC(=O)O)N(C=O)C(C)(C)C#N
6209,0.73,0.654,5.481,CCC(C)CC(C)C(CCC(=O)O)NC
6210,0.722,0.576,5.203,CCCCC1NC(O)=C(C(=O)O)C1=O
6211,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6212,0.687,0.681,5.37,CCC1CCC(N(C)O)CC1C(=O)O
6213,0.681,0.645,5.809,CCCCC1OC(=O)CC(N)C1NC
6214,0.851,0.575,4.892,CC(N)CCCCCC(=O)O
6215,0.545,0.611,5.336,CNC1CC2OC(=O)C(C)C1C2C
6216,0.657,0.609,5.195,CNC1CCC(CN)C1C(C)C(=O)O
6217,0.771,0.631,4.786,CNC(C)CC(C)CC(=O)O
6218,0.814,0.662,5.363,CCCCC(CCC(=O)O)N(C)C
6219,0.649,0.565,5.67,C#CC(O)C(C)C=C(CCC(=O)O)NCC
6220,0.71,0.751,5.814,CCC1CC(CC(=O)O)C(N(C)C)C1
6221,0.718,0.754,5.281,CC1CC(CCC(=O)O)N(C)CC1C
6222,0.766,0.679,4.729,C#CCc1c[nH]c(CCC(=O)O)c1
6223,0.596,0.649,5.012,CC1=C(CC(=O)O)C2CC1CN2C
6224,0.706,0.61,6.806,C=C(C(CCC(=O)O)NCC)C(C)C(C)CC
6225,0.67,0.609,4.584,CNC1CCC(=N)CC1CC(=O)O
6226,0.753,0.618,5.342,CNC(CCC(=O)O)C(O)C1CCCC1
6227,0.633,0.562,4.561,O=C(O)C1=CNC2C=CCC=C12
6228,0.666,0.725,5.704,CCC(C(=O)O)C1C(C)CCC1NC
6229,0.743,0.528,5.013,CNC1CCCC=C1CC(=O)OC
6230,0.657,0.661,4.507,CNC1CC(C(C)=O)OC(C(=O)O)C1
6231,0.704,0.469,4.54,CCC=CC(NC)C(=O)CC(=O)O
6232,0.723,0.588,4.887,CCCC(C)(CCC(=O)O)NC=O
6233,0.652,0.588,5.933,CNC(CCC(=O)O)C(=N)C1CCC=NC1
6234,0.689,0.406,5.788,C#CN(O)C(CCC(=O)O)=C(C)CCC#N
6235,0.725,0.654,5.491,CCCC(C)CC(C)(CCC(=O)O)NC
6236,0.638,0.748,6.489,CCC(C)C(C)C1OC(=O)CC(C)C1NC
6237,0.816,0.672,5.359,CNC1(CCC(=O)O)CCCC1
6238,0.646,0.535,6.377,C#CC(CCC)C(CC(N)C(=O)O)NC
6239,0.542,0.145,6.287,CC1CCC(O)(NC=N)C1(O)CC(=O)OO
6240,0.783,0.696,4.343,CN1CCCC(=O)C1CCC(=O)O
6241,0.685,0.714,5.648,CCCC1CC(C(N)CC(=O)O)N(C)C1
6242,0.679,0.694,5.366,CCC1CC(C(N)CC(=O)O)N(C)C1
6243,0.672,0.698,5.66,CNC1C=C(C(=O)O)N=C(C(C)C)C1=O
6244,0.716,0.752,5.054,CC(C)C1CCN(O)C(CCC(=O)O)C1
6245,0.695,0.781,6.018,CC1CC(CCC(=O)O)N(C)CC1(C)C
6246,0.805,0.654,6.107,CC(C)CCC(CCC(=O)O)NC(C)C
6247,0.724,0.684,5.568,CCCCC(=O)C1CCC(=O)ON1C
6248,0.745,0.631,4.458,CCC(CC(=O)O)C(C)NC
6249,0.788,0.619,5.638,CCC(=O)CC(CCC(=O)O)NC
6250,0.678,0.779,6.329,CCN1C(CC(C)C(=O)O)CCC1(C)C
6251,0.664,0.589,5.217,CC(=O)CC(=N)C1=CNC(CCC(=O)O)C1
6252,0.644,0.499,5.711,C#CC1(O)CCC(C(=O)CC(=O)O)N(C)C1
6253,0.718,0.686,5.661,CNC(C)(CCC(=O)O)CC(C)C(C)C
6254,0.816,0.688,5.612,CNC(CCC(=O)O)CC1CCCC1
6255,0.694,0.727,4.986,CNC1CC(C)CC(C)C1CC(=O)O
6256,0.816,0.672,5.359,CNC1(CCC(=O)O)CCCC1
6257,0.706,0.59,4.647,CNC1CC(O)CCC1CC(=O)O
6258,0.759,0.667,4.488,CN1CC(O)CCC1CCC(=O)O
6259,0.68,0.632,5.716,C#CC(C)(CC(=O)O)C(CCCC)NC
6260,0.692,0.67,4.402,CCC1=CNC(CCC(=O)O)C1
6261,0.797,0.678,4.659,O=C(O)CCC1CCCCN1CO
6262,0.824,0.615,5.793,CCCCC(CCC(=O)O)NC
6263,0.714,0.719,4.835,CC(C)CC1=CNC(CCC(=O)O)C1=O
6264,0.587,0.586,5.15,CC1C(=N)N2OC(O)CCC2CC1=O
6265,0.663,0.635,4.774,CN1C2CCCC1C(C(=O)O)C2
6266,0.735,0.622,5.506,CCCCC(C)(CCC(=O)O)N(C)O
6267,0.605,0.543,5.279,C#CC1CC=C(CC(=O)O)C(C)(NC)C1
6268,0.743,0.661,5.739,CC=C(CCC)C(CCC(=O)O)N(C)C
6269,0.627,0.42,4.977,CC(O)C1=CN(N)C(C(=O)CC(=O)O)C1
6270,0.706,0.731,5.75,CC(=O)CCC1CC(C(=O)O)=CN1C
6271,0.785,0.697,5.844,CC(C)CC(=O)C(CCC(=O)O)N(C)C
6272,0.801,0.686,5.79,CC(C)CCC(CCC(=O)O)N(C)C
6273,0.814,0.662,5.363,CCCCC(CCC(=O)O)N(C)C
6274,0.748,0.639,5.764,CNC(C)CCC(CCC(=O)O)N(C)C
6275,0.703,0.668,5.771,C=CN1C(CCC(=O)OC)CCC1(C)C
6276,0.73,0.639,6.464,CCNC(CCC(=O)O)CC(C)C(C)CC
6277,0.737,0.662,4.818,CCC(CC=C(C)NC)CCC(=O)O
6278,0.696,0.597,4.778,CCC1CC(CCC=O)N(C)C1
6279,0.666,0.723,5.328,CCC1C(=O)C(N(C)C)CC1C(=O)O
6280,0.713,0.728,5.77,CNC1(CCC(=O)O)CCCCC1C
6281,0.631,0.661,5.611,CCC1C=CC(CCC(=O)O)(NC)C1
6282,0.631,0.661,5.611,CCC1C=CC(CCC(=O)O)(NC)C1
6283,0.631,0.661,5.611,CCC1C=CC(CCC(=O)O)(NC)C1
6284,0.726,0.654,5.499,CCNC(C)(CCC(=O)O)CC(C)CC
6285,0.679,0.314,5.269,CCCCC(CCC(O)O)N(C)C=N
6286,0.608,0.654,5.21,C#CC1=NNC(CCC(=O)O)CC1C
6287,0.616,0.665,4.703,C=NC(=CC)C=C1CC(C(=O)O)=CN1
6288,0.797,0.655,5.201,CCCCC(CCC(=O)O)N(C)CC
6289,0.652,0.684,5.489,C=C1CC(C)C(C(=O)O)CC1N(C)C
6290,0.814,0.662,5.363,CCCCC(CCC(=O)O)N(C)C
6291,0.763,0.639,4.666,CCCCC(NC)C(C)CC(=O)O
6292,0.766,0.465,5.551,CCCCC(CCC(=O)O)N(C)N
6293,0.766,0.465,5.551,CCCCC(CCC(=O)O)N(C)N
6294,0.653,0.495,4.65,C#CCCC1NCC=C1CC(=O)O
6295,0.72,0.641,5.212,CC=NC(CCC(=O)O)CCC(C)C
6296,0.72,0.641,5.212,CC=NC(CCC(=O)O)CCC(C)C
6297,0.614,0.614,4.942,CNC1CCC=C=C1CC(=O)O
6298,0.634,0.706,6.093,CCCC1=NC(C(=O)O)C(C)C1NC
6299,0.523,0.705,5.659,CC(C)C1(C)CC2CC(C(=O)O)C1N2
6300,0.679,0.716,5.016,CCN1NC(C)CCC1CCC(=O)O
6301,0.547,0.648,4.758,CCC1CC2CC(C(=O)O)=C1N2
6302,0.763,0.639,4.666,CCCCC(NC)C(C)CC(=O)O
6303,0.646,0.639,5.351,COC(=O)C1=CNC2CC(C)CC=C12
6304,0.677,0.648,4.336,C=C(CC1CC(CC)CN1)C(=O)O
6305,0.624,0.644,4.972,CCCCC1(NC)OOC(=O)CC1O
6306,0.732,0.623,4.979,CNC1CCCC=C1CC(=O)O
6307,0.624,0.502,4.608,C#CCC(NC)C(=C=C=C)CC(=O)O
6308,0.539,0.642,5.034,O=C(O)CCC12C=CC(CCN1)C2
6309,0.648,0.58,4.78,CNC1(C)CCCC=C1C(O)C(=O)O
6310,0.591,0.728,5.295,CC1CC2CN(C)C(C1)C2CC(=O)O
6311,0.779,0.569,5.796,C=CCCC(CCC(=O)O)NC
6312,0.547,0.528,5.64,CN1CC2CC1C(CC(=O)O)C2COO
6313,0.779,0.569,5.796,C=CCCC(CCC(=O)O)NC
6314,0.776,0.589,5.704,C=C(CCCC)C(CCC(=O)O)NC
6315,0.503,0.502,4.756,CCCC(=N)C12CC(=CN1)C(=O)O2
6316,0.702,0.7,4.907,CC1CCNC(CCC(=O)O)C1C
6317,0.751,0.548,5.739,CCCCC(CN)(CCC(=O)O)NC
6318,0.662,0.754,5.022,CCC1CC(C)(N(C)C)CC1C(=O)O
6319,0.69,0.691,6.061,CCC1CCC(N(C)CO)CC1C(=O)O
6320,0.711,0.663,5.155,CCC(C)CC(NC)C(C)CC(=O)O
6321,0.636,0.568,5.741,C=C(C)CCC(C)C(C)(NC)C(O)CC(=O)O
6322,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6323,0.694,0.697,5.496,CC(CC1CCC(N)CN1C)C(=O)O
6324,0.816,0.688,5.612,CNC(CCC(=O)O)CC1CCCC1
6325,0.626,0.367,5.408,C=CNC(CC(N)C(=O)O)C(O)CC(C)O
6326,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6327,0.686,0.648,6.04,CC(=O)CC(CC(C)C(=O)ON)N(C)C
6328,0.619,0.358,5.546,CNC1CC(C)C(COC=N)=C1CC(=O)O
6329,0.796,0.369,6.213,CCCCCC(=CC(=O)C(=O)O)NC
6330,0.699,0.726,5.177,CCC1CNC(CCC(=O)O)CC1C
6331,0.675,0.729,5.408,CCC1(C)CCC(NC)CC1C(=O)O
6332,0.778,0.641,5.838,CCCCC(C)(CCC(=O)O)NC
6333,0.695,0.653,4.415,CNC1(C)CCCC=C1CC(=O)O
6334,0.729,0.607,5.711,CCCCC(C)(CCC(=O)O)N(C)CO
6335,0.744,0.594,5.749,CCC=CC(CCC(=O)O)NC
6336,0.764,0.687,5.816,CCCCC(C)(CCC(=O)O)N(C)C
6337,0.797,0.645,5.959,CC(=O)CCC(CCC(=O)O)NC(C)C
6338,0.541,0.611,4.793,CC12CCC(CN1)C(C(=O)O)C2
6339,0.646,0.756,5.034,CCNC1(C)CCC(C)C(C)(C(=O)O)C1
6340,0.646,0.756,5.034,CCNC1(C)CCC(C)C(C)(C(=O)O)C1
6341,0.761,0.686,5.811,CCC(C)CC(CCC(=O)O)N(C)C
6342,0.654,0.71,4.841,CCCC1=CNC(C(C)CC(=O)O)C1
6343,0.761,0.686,5.811,CCC(C)CC(CCC(=O)O)N(C)C
6344,0.649,0.614,4.705,CCCC1=CNC(C(O)CC(=O)O)C1
6345,0.649,0.614,4.705,CCCC1=CNC(C(O)CC(=O)O)C1
6346,0.671,0.685,5.237,CNC1(C)CCC(C)C(C(=O)O)C1
6347,0.731,0.728,5.217,CNC1(CCC(=O)O)CCCC(C)C1
6348,0.721,0.71,5.612,CNC(CCC(=O)O)C1CCCC1C
6349,0.737,0.726,5.311,CCNC1CCC(CC)C(C(=O)O)C1
6350,0.531,0.618,5.83,CC1(C)C2=CC(CC1C(=O)O)N(O)C2
6351,0.65,0.5,6.111,CCC(CC(=O)O)CC(C)C(C)NC#N
6352,0.75,0.627,5.843,CC(C)CCC(CCC(=O)O)N(C)C=O
6353,0.701,0.635,5.96,CCC(C)CC(O)(CCC(=O)O)N(C)C
6354,0.517,0.539,5.702,CNC1CC2=C(C(=O)O)C1CC2ON
6355,0.738,0.635,5.905,CC(C)CCC(O)(CCC(=O)O)N(C)C
6356,0.733,0.754,5.325,CCC1CCC(N(C)C)CC1C(=O)O
6357,0.716,0.644,4.789,CC1=CN(N)C(CCC(=O)O)CC1
6358,0.835,0.639,4.845,CC(C)CNC(C)CCC(=O)O
6359,0.835,0.639,4.845,CC(C)CNC(C)CCC(=O)O
6360,0.613,0.227,4.921,N=CNC1(N)CCCC=C1CC(=O)O
6361,0.716,0.644,4.789,CC1=CN(N)C(CCC(=O)O)CC1
6362,0.758,0.728,4.512,CN1CCCCC1(C)CCC(=O)O
6363,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6364,0.792,0.663,4.822,CCC(CCC(=O)O)N(C)CC
6365,0.671,0.612,4.715,CC1=CNC(CCC(=O)O)CC1=N
6366,0.671,0.612,4.715,CC1=CNC(CCC(=O)O)CC1=N
6367,0.705,0.692,5.588,CC(=O)CCC1CC(C)C(C)CN1C
6368,0.75,0.618,5.749,CCCC(C)=CC(CCC(=O)O)NC
6369,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6370,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6371,0.757,0.659,4.496,CN(C)C1CCCCC1=CC(=O)O
6372,0.732,0.615,4.926,CCCC(=CC(=O)O)C(C)NC
6373,0.699,0.696,5.542,CC1C(=O)CC(CCC(=O)O)N1C
6374,0.762,0.589,5.771,C=C(CCC)CC(CCC(=O)O)NC
6375,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6376,0.731,0.426,4.907,CC(CCC(=O)O)NCC(C)C(N)N
6377,0.764,0.686,5.962,CCCCC(CC(C)C(=O)O)N(C)C
6378,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6379,0.674,0.728,5.443,CC1CC(CCC(=O)O)N(O)CC1C
6380,0.747,0.524,5.025,CCCCC(NC)C(=N)CC(=O)O
6381,0.566,0.67,4.659,O=C(O)CCC12CCC(C1)C(=O)N2
6382,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6383,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6384,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6385,0.797,0.579,4.575,CCCCC(NC)C(=O)CC(=O)O
6386,0.736,0.686,4.494,CN1CCCC(=N)C1CCC(=O)O
6387,0.755,0.546,4.57,CNC(CCC(=O)O)CCC(C)N
6388,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6389,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6390,0.686,0.681,4.831,CN1C(CCC(=O)O)CCC1(C)O
6391,0.691,0.702,5.229,CN1CCCCC1(C)C(N)CC(=O)O
6392,0.801,0.686,5.79,CC(C)CCC(CCC(=O)O)N(C)C
6393,0.814,0.662,5.363,CCCCC(CCC(=O)O)N(C)C
6394,0.758,0.676,5.84,CCC(C)CCC(CCC(=O)O)N(C)C
6395,0.64,0.586,5.706,CCC1CC(NC)C(CC(=O)O)N1
6396,0.76,0.639,6.033,CCCC(CC(C)C(=O)O)NC
6397,0.654,0.616,5.166,CNC1CCC(C=O)OC1CC(=O)O
6398,0.652,0.664,4.802,CNC1=CC(C(=O)O)C(C(C)=O)C1
6399,0.824,0.615,5.793,CCCCC(CCC(=O)O)NC
6400,0.738,0.407,6.207,CCCCC(CCC(=O)O)N(O)CO
6401,0.738,0.407,6.207,CCCCC(CCC(=O)O)N(O)CO
6402,0.759,0.725,4.41,CC1CCCN(C)C1CCC(=O)O
6403,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6404,0.669,0.665,5.42,CC1CCN2C=C(C(=O)O)CC2C1
6405,0.732,0.7,4.971,CCC1CCC(NC)CC1C(=O)O
6406,0.685,0.682,5.129,CNC1CC(C)C(C)C(C(=O)O)C1
6407,0.724,0.564,6.844,CCCCC(C)C(O)C(CCC(=O)O)NC
6408,0.664,0.714,5.73,CC1C(C(=O)O)CC(NCC#N)CC1(C)C
6409,0.701,0.654,5.485,CCC(C)CC(NC)C(CC)CC(=O)O
6410,0.679,0.727,5.565,CCC1CC(NC)CC(C(=O)O)C1C
6411,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6412,0.748,0.715,5.034,CCCCC1=C(C(=O)O)C(=O)C(=NC)C1
6413,0.675,0.561,4.604,CNC1CCC(=O)OC1C(C)O
6414,0.675,0.561,4.604,CNC1CCC(=O)OC1C(C)O
6415,0.675,0.561,4.604,CNC1CCC(=O)OC1C(C)O
6416,0.663,0.42,4.669,CNC1CCC(=O)OC1CC(C)(O)O
6417,0.536,0.504,4.946,CNC1CC2=CC(O)C1OC2=O
6418,0.816,0.633,5.252,CCNC(CCC(=O)O)CCC(C)C
6419,0.816,0.633,5.252,CCNC(CCC(=O)O)CCC(C)C
6420,0.753,0.663,5.531,CC(CCC(=O)O)CC(CN)C(C)C
6421,0.789,0.566,4.43,CNC(CCC(=O)O)C(=O)CC(C)=O
6422,0.77,0.547,4.886,CNC(CCC=O)CCC(=O)O
6423,0.704,0.593,5.381,CCC1=C(N)C(CCC(=O)O)NC1
6424,0.674,0.687,4.868,CCC1CCC(C)(N)CC1C(=O)O
6425,0.674,0.687,4.868,CCC1CCC(C)(N)CC1C(=O)O
6426,0.661,0.62,5.426,CCC1CCC(N)(CN)CC1C(=O)O
6427,0.546,0.725,5.502,CC1NC2(CCC(=O)O)CCCC1C2
6428,0.683,0.689,5.344,O=C(O)CCC1NC=C2CCC=C21
6429,0.727,0.751,5.509,CC(C)C1CC(CCC(=O)O)N(C)C1
6430,0.752,0.671,4.798,CCCC1CC(C(=O)O)CCN1
6431,0.669,0.685,5.187,CCCCC1OCC(N)CC1NC
6432,0.654,0.61,5.795,CCCC1OC(=O)C(N)CC1NC
6433,0.651,0.55,4.982,C=C1C(=O)OC(CCC)C(NC)C1C
6434,0.651,0.55,4.982,C=C1C(=O)OC(CCC)C(NC)C1C
6435,0.721,0.722,5.308,CC(C)CCC1CC(C(=O)O)=CCN1
6436,0.758,0.709,5.837,CC(C)CCC(C)(CCC(=O)O)N(C)C
6437,0.691,0.609,5.72,C=CC(C)(CC(=O)O)C(CCCC)NC
6438,0.677,0.62,5.496,CCC1C(O)CC(NC)CC1C(=O)O
6439,0.829,0.571,5.861,CCCCCC(CCC(=O)O)NC
6440,0.677,0.62,5.496,CCC1C(O)CC(NC)CC1C(=O)O
6441,0.649,0.473,5.332,CCC1CCC(NC=N)CC1C(=O)O
6442,0.767,0.412,4.519,CCCCNC(C)(O)CCC(=O)O
6443,0.77,0.621,5.668,CCCCC(C)CC(CCC(=O)O)NC
6444,0.542,0.674,5.257,CNC12CCC(C(C(=O)O)C1)C2C
6445,0.681,0.701,5.348,CCC1C(=O)CC(NC)CC1C(=O)O
6446,0.53,0.649,4.861,CC(C)C1CC2CC(CO)=C1N2
6447,0.663,0.75,5.179,CC(C)C1CN(CO)C(C)(CCC(=O)O)C1
6448,0.68,0.751,5.23,CCC1CC(C)C(N(C)C)CC1CO
6449,0.569,0.674,4.927,CCC1C2CNC(C2)CC1C(=O)O
6450,0.666,0.723,5.42,CC(=O)C1(O)CN(C)C(C)(CCC(=O)O)C1
6451,0.721,0.778,5.815,CCC1CCC(N(C)CC)CC1C(=O)O
6452,0.569,0.674,4.927,CCC1C2CNC(C2)CC1C(=O)O
6453,0.736,0.728,5.359,CN1C(CCC(=O)O)CCC1(C)C
6454,0.628,0.73,5.524,C=CC(C)C1CN(C)C(C)(CCC(=O)O)C1
6455,0.819,0.613,5.831,CCCCCC(CCC(=O)O)N(C)C
6456,0.702,0.737,5.065,CC1CCC(N(C)C)CC1(C)C(=O)O
6457,0.68,0.724,4.81,CCC1CC(=CCC(=O)O)N(C)C1
6458,0.687,0.778,4.789,CC(C)C1CN(C)C(C)(CCC(=O)O)C1
6459,0.754,0.693,4.956,CC1CC(CCC(=O)O)N(C)C1
6460,0.781,0.64,4.837,CCCC(=CCC(=O)O)NCC
6461,0.698,0.542,5.01,CCCC(=CCC(=O)O)NC(C)N
6462,0.601,0.558,5.1,CC(N)NC1=CC(C(=O)O)C(C)C1
6463,0.737,0.753,5.716,CCC1CC(CCC(=O)O)N(CC)C1=O
6464,0.806,0.645,5.997,CCCC(=O)C(CCC(=O)O)NC(C)C
6465,0.686,0.76,5.462,CCC1C(=O)CC(N(C)C)CC1C(=O)O
6466,0.686,0.76,5.462,CCC1C(=O)CC(N(C)C)CC1C(=O)O
6467,0.6,0.586,5.445,C=CC1(O)CCC(C)C(CC(=O)O)N1
6468,0.722,0.643,4.852,CC(C)C=NC(C)CCC(=O)O
6469,0.722,0.643,4.852,CC(C)C=NC(C)CCC(=O)O
6470,0.494,0.644,5.827,CNC1NC2(CCC(=O)O)CC(C)C1C2
6471,0.741,0.753,5.751,CCCCC1CC(CCC(=O)O)N(C)C1=O
6472,0.741,0.753,5.751,CCCCC1CC(CCC(=O)O)N(C)C1=O
6473,0.733,0.754,5.325,CCC1CCC(N(C)C)CC1C(=O)O
6474,0.727,0.751,5.509,CC(C)C1CC(CCC(=O)O)N(C)C1
6475,0.572,0.776,6.19,CN1CC2CC1(CCC(=O)O)CC2(C)C
6476,0.69,0.716,4.84,CN1C(O)CCCC1(C)CCC(=O)O
6477,0.716,0.754,5.617,CC1CCC(CC(C)C(=O)O)N(C)C1
6478,0.679,0.728,5.708,CC1CC(C)C(CCC(=O)O)N(O)C1
6479,0.728,0.7,5.39,CC1CCC(CCC(=O)O)N(O)C1
6480,0.679,0.728,5.708,CC1CC(C)C(CCC(=O)O)N(O)C1
6481,0.764,0.725,5.058,CC(CC1CCCCN1C)C(=O)O
6482,0.686,0.78,5.827,CCC1CC(C)C(N(C)C)CC1C(=O)O
6483,0.795,0.634,4.81,CCCCC(C)NC(C)CCC(=O)O
6484,0.753,0.643,5.329,CCNC(CCC(=O)O)C(C)CC(C)=O
6485,0.661,0.727,5.139,CC(CC1CC(C)C(C)CN1)C(=O)O
6486,0.738,0.673,6.558,CCN(C)C(C)CCC(CCC(=O)O)N(C)C
6487,0.672,0.627,6.027,CC1CCC(CCC(=O)O)N(O)C1O
6488,0.737,0.726,5.311,CCNC1CCC(CC)C(C(=O)O)C1
6489,0.74,0.7,5.264,CCNC1CCC(C)C(C(=O)O)C1
6490,0.74,0.7,5.264,CCNC1CCC(C)C(C(=O)O)C1
6491,0.813,0.619,5.35,CCCC(=O)C(CCC(=O)O)NCC
6492,0.665,0.686,5.878,C=CC1CC(CCC(=O)O)NC(=O)C1C
6493,0.813,0.619,5.35,CCCC(=O)C(CCC(=O)O)NCC
6494,0.824,0.615,5.793,CCCCC(CCC(=O)O)NC
6495,0.662,0.785,5.508,CCC(C)C1CN(C)C(C)(CCC(=O)O)C1
6496,0.727,0.751,5.509,CC(C)C1CC(CCC(=O)O)N(C)C1
6497,0.727,0.751,5.509,CC(C)C1CC(CCC(=O)O)N(C)C1
6498,0.825,0.701,5.492,CNC1(CCC(=O)O)CCCCC1
6499,0.512,0.677,5.076,CCC12CC(CC1C(=O)O)NC2C
6500,0.824,0.615,5.793,CCCCC(CCC(=O)O)NC
6501,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6502,0.824,0.615,5.793,CCCCC(CCC(=O)O)NC
6503,0.824,0.615,5.793,CCCCC(CCC(=O)O)NC
6504,0.696,0.659,5.238,C=C1C(CCC(=O)O)NC(=O)C1CC
6505,0.754,0.7,4.784,CCC1CCNC(CCC(=O)O)C1
6506,0.801,0.686,5.79,CC(C)CCC(CCC(=O)O)N(C)C
6507,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6508,0.744,0.723,4.812,CCC1CC(CCC(=O)O)N(C)C1
6509,0.627,0.757,6.258,CC(C)C1CN2C=C(C(=O)O)CC2(C)C1
6510,0.801,0.686,5.79,CC(C)CCC(CCC(=O)O)N(C)C
6511,0.801,0.686,5.79,CC(C)CCC(CCC(=O)O)N(C)C
6512,0.678,0.785,5.545,CCC1(CCC(=O)O)CC(C(C)C)CN1C
6513,0.678,0.785,5.545,CCC1(CCC(=O)O)CC(C(C)C)CN1C
6514,0.569,0.692,5.52,CCNC12CCC(C1)C(C(=O)O)C2
6515,0.569,0.692,5.52,CCNC12CCC(C1)C(C(=O)O)C2
6516,0.569,0.692,5.52,CCNC12CCC(C1)C(C(=O)O)C2
6517,0.647,0.7,4.923,CCC1(C)CC(NC)CC1C(=O)O
6518,0.833,0.696,5.109,CN1CCCCC1CCC(=O)O
6519,0.801,0.686,5.79,CC(C)CCC(CCC(=O)O)N(C)C
6520,0.759,0.643,5.118,CCNC(CCC(=O)O)C(=O)C(C)CC
6521,0.825,0.701,5.492,CNC1(CCC(=O)O)CCCCC1
6522,0.825,0.701,5.492,CNC1(CCC(=O)O)CCCCC1
6523,0.632,0.754,5.272,CCC1(C)CC(C)(CCC(=O)O)NC1C
6524,0.652,0.767,5.299,CC(C)C1CC(C)(CCC(=O)O)N(C)C1O
6525,0.814,0.662,5.363,CCCCC(CCC(=O)O)N(C)C
6526,0.652,0.767,5.299,CC(C)C1CC(C)(CCC(=O)O)N(C)C1O
6527,0.687,0.778,4.789,CC(C)C1CN(C)C(C)(CCC(=O)O)C1
6528,0.814,0.662,5.363,CCCCC(CCC(=O)O)N(C)C
6529,0.646,0.7,4.768,CCC1CC(C)(NC)CC1C(=O)O
6530,0.825,0.701,5.492,CNC1(CCC(=O)O)CCCCC1
6531,0.648,0.765,5.523,CC(C)C1CC(C)(CCC(=O)O)N(C)C1N
6532,0.801,0.686,5.79,CC(C)CCC(CCC(=O)O)N(C)C
