2025-06-04 09:33:46
Parameters:
init_smi: CC
program_name: cc
output_path: .\case3\results
pocket_file: .\case3\imatinib_pocket6A.pdb
lr: 0.01
lr_decrease: 0.1
batch_size: 64
gamma: 1.0
learning_iter: 1
target_iter: 10
memory_capacity: 1000
max_episode: 8000
max_step: 5
epsilon: 0.95
epsilon_increase: 0.05
Objective_properties: ['SAscore', 'QED', 'Affinity']

Episode,SAscore,QED,Affinity,SMILES
2680,0.952,0.567,4.409,CCCCCC(=O)O
2681,0.927,0.606,4.324,CC(C)CCC(=O)O
2682,0.927,0.606,4.324,CC(C)CCC(=O)O
2683,0.946,0.582,4.304,CCCCC(=O)O
2684,0.927,0.606,4.324,CC(C)CCC(=O)O
2685,0.927,0.606,4.324,CC(C)CCC(=O)O
2686,0.927,0.606,4.324,CC(C)CCC(=O)O
2687,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2688,0.952,0.567,4.409,CCCCCC(=O)O
2689,0.927,0.606,4.324,CC(C)CCC(=O)O
2690,0.927,0.606,4.324,CC(C)CCC(=O)O
2691,0.927,0.606,4.324,CC(C)CCC(=O)O
2692,0.927,0.606,4.324,CC(C)CCC(=O)O
2693,0.946,0.582,4.304,CCCCC(=O)O
2694,0.927,0.606,4.324,CC(C)CCC(=O)O
2695,0.952,0.567,4.409,CCCCCC(=O)O
2696,0.927,0.606,4.324,CC(C)CCC(=O)O
2697,0.927,0.606,4.324,CC(C)CCC(=O)O
2698,0.927,0.606,4.324,CC(C)CCC(=O)O
2699,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2700,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2701,0.927,0.606,4.324,CC(C)CCC(=O)O
2702,0.852,0.631,4.281,CCC(C)CCC(=O)O
2703,0.788,0.455,4.133,CCCCCON(C)O
2704,0.921,0.519,4.426,O=C(O)CCCCO
2705,0.927,0.606,4.324,CC(C)CCC(=O)O
2706,0.852,0.631,4.281,CCC(C)CCC(=O)O
2707,0.766,0.586,4.585,CC(=N)C(C)CCC(=O)O
2708,0.832,0.605,4.649,CC(CCO)CCC(=O)O
2709,0.927,0.606,4.324,CC(C)CCC(=O)O
2710,0.908,0.613,4.214,CC(=O)CCCC(=O)O
2711,0.908,0.613,4.214,CC(=O)CCCC(=O)O
2712,0.927,0.606,4.324,CC(C)CCC(=O)O
2713,0.921,0.519,4.426,O=C(O)CCCCO
2714,0.908,0.613,4.214,CC(=O)CCCC(=O)O
2715,0.908,0.613,4.214,CC(=O)CCCC(=O)O
2716,0.952,0.567,4.409,CCCCCC(=O)O
2717,0.921,0.519,4.426,O=C(O)CCCCO
2718,0.853,0.582,4.432,C=CC(=O)CCCC(=O)O
2719,0.768,0.601,4.478,C#CCC(C)CCC(=O)O
2720,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2721,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2722,0.811,0.563,4.267,C=C(CC)CC(=O)O
2723,0.811,0.563,4.267,C=C(CC)CC(=O)O
2724,0.685,0.536,4.686,CC(CO)C(C)C(=O)ON
2725,0.927,0.606,4.324,CC(C)CCC(=O)O
2726,0.844,0.631,4.4,CCCC(C)CC(=O)O
2727,0.921,0.519,4.426,O=C(O)CCCCO
2728,0.921,0.519,4.426,O=C(O)CCCCO
2729,0.811,0.563,4.267,C=C(CC)CC(=O)O
2730,0.927,0.606,4.324,CC(C)CCC(=O)O
2731,0.852,0.631,4.281,CCC(C)CCC(=O)O
2732,0.844,0.631,4.4,CCCC(C)CC(=O)O
2733,0.852,0.631,4.281,CCC(C)CCC(=O)O
2734,0.852,0.631,4.281,CCC(C)CCC(=O)O
2735,0.713,0.475,4.352,NOC1CCCO1
2736,0.852,0.631,4.281,CCC(C)CCC(=O)O
2737,0.759,0.511,4.448,CCC#CCC(=O)O
2738,0.852,0.631,4.281,CCC(C)CCC(=O)O
2739,0.927,0.606,4.324,CC(C)CCC(=O)O
2740,0.811,0.563,4.267,C=C(CC)CC(=O)O
2741,0.845,0.606,4.295,CCC(C)CC(=O)O
2742,0.811,0.563,4.267,C=C(CC)CC(=O)O
2743,0.811,0.563,4.267,C=C(CC)CC(=O)O
2744,0.851,0.642,4.537,CCCCC(C)CC(=O)O
2745,0.851,0.642,4.537,CCCCC(C)CC(=O)O
2746,0.845,0.606,4.295,CCC(C)CC(=O)O
2747,0.852,0.631,4.281,CCC(C)CCC(=O)O
2748,0.927,0.606,4.324,CC(C)CCC(=O)O
2749,0.845,0.606,4.295,CCC(C)CC(=O)O
2750,0.927,0.606,4.324,CC(C)CCC(=O)O
2751,0.927,0.606,4.324,CC(C)CCC(=O)O
2752,0.852,0.631,4.281,CCC(C)CCC(=O)O
2753,0.852,0.631,4.281,CCC(C)CCC(=O)O
2754,0.852,0.631,4.281,CCC(C)CCC(=O)O
2755,0.852,0.631,4.281,CCC(C)CCC(=O)O
2756,0.927,0.606,4.324,CC(C)CCC(=O)O
2757,0.852,0.631,4.281,CCC(C)CCC(=O)O
2758,0.852,0.631,4.281,CCC(C)CCC(=O)O
2759,0.852,0.631,4.281,CCC(C)CCC(=O)O
2760,0.852,0.631,4.281,CCC(C)CCC(=O)O
2761,0.852,0.631,4.281,CCC(C)CCC(=O)O
2762,0.852,0.631,4.281,CCC(C)CCC(=O)O
2763,0.852,0.631,4.281,CCC(C)CCC(=O)O
2764,0.791,0.6,4.564,CCC(C)CC(=O)C(=O)O
2765,0.852,0.631,4.281,CCC(C)CCC(=O)O
2766,0.852,0.631,4.281,CCC(C)CCC(=O)O
2767,0.845,0.606,4.295,CCC(C)CC(=O)O
2768,0.852,0.631,4.281,CCC(C)CCC(=O)O
2769,0.927,0.606,4.324,CC(C)CCC(=O)O
2770,0.852,0.631,4.281,CCC(C)CCC(=O)O
2771,0.852,0.631,4.281,CCC(C)CCC(=O)O
2772,0.852,0.631,4.281,CCC(C)CCC(=O)O
2773,0.872,0.544,4.589,CCCC(=O)C(=O)O
2774,0.852,0.631,4.281,CCC(C)CCC(=O)O
2775,0.938,0.52,4.265,CCCCC(=O)OC
2776,0.938,0.52,4.265,CCCCC(=O)OC
2777,0.852,0.631,4.281,CCC(C)CCC(=O)O
2778,0.852,0.631,4.281,CCC(C)CCC(=O)O
2779,0.835,0.608,4.693,CCCC(O)CCC(=O)O
2780,0.852,0.631,4.281,CCC(C)CCC(=O)O
2781,0.799,0.596,4.458,C=CCC(C)CCC(=O)O
2782,0.695,0.559,4.949,CCC(C=N)CC(=O)O
2783,0.845,0.606,4.295,CCC(C)CC(=O)O
2784,0.852,0.631,4.281,CCC(C)CCC(=O)O
2785,0.852,0.631,4.281,CCC(C)CCC(=O)O
2786,0.789,0.615,4.39,CC(C#N)CCC(=O)O
2787,0.789,0.615,4.39,CC(C#N)CCC(=O)O
2788,0.852,0.631,4.281,CCC(C)CCC(=O)O
2789,0.845,0.606,4.295,CCC(C)CC(=O)O
2790,0.845,0.606,4.295,CCC(C)CC(=O)O
2791,0.79,0.606,4.54,C=C=C(C)CCCC(=O)O
2792,0.952,0.567,4.409,CCCCCC(=O)O
2793,0.952,0.567,4.409,CCCCCC(=O)O
2794,0.952,0.567,4.409,CCCCCC(=O)O
2795,0.952,0.567,4.409,CCCCCC(=O)O
2796,0.927,0.606,4.324,CC(C)CCC(=O)O
2797,0.852,0.631,4.281,CCC(C)CCC(=O)O
2798,0.845,0.606,4.295,CCC(C)CC(=O)O
2799,0.937,0.513,4.247,CCCCCO
2800,0.852,0.631,4.281,CCC(C)CCC(=O)O
2801,0.831,0.589,4.124,CCC(O)CCC(=O)O
2802,0.831,0.589,4.124,CCC(O)CCC(=O)O
2803,0.831,0.589,4.124,CCC(O)CCC(=O)O
2804,0.852,0.631,4.281,CCC(C)CCC(=O)O
2805,0.952,0.567,4.409,CCCCCC(=O)O
2806,0.852,0.631,4.281,CCC(C)CCC(=O)O
2807,0.852,0.631,4.281,CCC(C)CCC(=O)O
2808,0.844,0.631,4.4,CCCC(C)CC(=O)O
2809,0.844,0.631,4.4,CCCC(C)CC(=O)O
2810,0.75,0.573,4.161,C=C(CCC(=O)O)C(C)O
2811,0.927,0.606,4.324,CC(C)CCC(=O)O
2812,0.852,0.631,4.281,CCC(C)CCC(=O)O
2813,0.927,0.606,4.324,CC(C)CCC(=O)O
2814,0.845,0.606,4.295,CCC(C)CC(=O)O
2815,0.845,0.606,4.295,CCC(C)CC(=O)O
2816,0.927,0.606,4.324,CC(C)CCC(=O)O
2817,0.852,0.631,4.281,CCC(C)CCC(=O)O
2818,0.852,0.631,4.281,CCC(C)CCC(=O)O
2819,0.852,0.631,4.281,CCC(C)CCC(=O)O
2820,0.852,0.631,4.281,CCC(C)CCC(=O)O
2821,0.888,0.613,4.052,CCC(=O)CCC(=O)O
2822,0.952,0.567,4.409,CCCCCC(=O)O
2823,0.952,0.567,4.409,CCCCCC(=O)O
2824,0.952,0.567,4.409,CCCCCC(=O)O
2825,0.832,0.587,4.446,C=C(CC(C)C)C(=O)O
2826,0.832,0.587,4.446,C=C(CC(C)C)C(=O)O
2827,0.952,0.567,4.409,CCCCCC(=O)O
2828,0.927,0.606,4.324,CC(C)CCC(=O)O
2829,0.852,0.631,4.281,CCC(C)CCC(=O)O
2830,0.852,0.631,4.281,CCC(C)CCC(=O)O
2831,0.927,0.606,4.324,CC(C)CCC(=O)O
2832,0.852,0.631,4.281,CCC(C)CCC(=O)O
2833,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2834,0.845,0.606,4.295,CCC(C)CC(=O)O
2835,0.851,0.642,4.537,CCCCC(C)CC(=O)O
2836,0.937,0.513,4.247,CCCCCO
2837,0.937,0.513,4.247,CCCCCO
2838,0.927,0.606,4.324,CC(C)CCC(=O)O
2839,0.952,0.567,4.409,CCCCCC(=O)O
2840,0.952,0.567,4.409,CCCCCC(=O)O
2841,0.952,0.567,4.409,CCCCCC(=O)O
2842,0.952,0.567,4.409,CCCCCC(=O)O
2843,0.952,0.567,4.409,CCCCCC(=O)O
2844,0.938,0.52,4.265,CCCCC(=O)OC
2845,0.852,0.631,4.281,CCC(C)CCC(=O)O
2846,0.852,0.631,4.281,CCC(C)CCC(=O)O
2847,0.829,0.557,4.194,CCC(O)CC(=O)O
2848,0.79,0.606,4.54,C=C=C(C)CCCC(=O)O
2849,0.937,0.513,4.247,CCCCCO
2850,0.851,0.642,4.537,CCCCC(C)CC(=O)O
2851,0.927,0.606,4.324,CC(C)CCC(=O)O
2852,0.927,0.606,4.324,CC(C)CCC(=O)O
2853,0.946,0.582,4.304,CCCCC(=O)O
2854,0.872,0.573,4.757,CCCC(=O)CC(=O)O
2855,0.844,0.563,4.392,CC=CCCC(=O)O
2856,0.852,0.631,4.281,CCC(C)CCC(=O)O
2857,0.946,0.582,4.304,CCCCC(=O)O
2858,0.789,0.615,4.39,CC(C#N)CCC(=O)O
2859,0.789,0.615,4.39,CC(C#N)CCC(=O)O
2860,0.789,0.615,4.39,CC(C#N)CCC(=O)O
2861,0.717,0.528,4.511,N=C=CCCC(=O)O
2862,0.937,0.513,4.247,CCCCCO
2863,0.937,0.513,4.247,CCCCCO
2864,0.748,0.523,4.18,CC(=C=O)CC(=O)O
2865,0.85,0.606,4.324,CCCC(C)C(=O)O
2866,0.937,0.513,4.247,CCCCCO
2867,0.937,0.513,4.247,CCCCCO
2868,0.838,0.587,4.38,CC(N)CCCC(=O)O
2869,0.838,0.587,4.38,CC(N)CCCC(=O)O
2870,0.927,0.606,4.324,CC(C)CCC(=O)O
2871,0.852,0.631,4.281,CCC(C)CCC(=O)O
2872,0.852,0.631,4.281,CCC(C)CCC(=O)O
2873,0.852,0.631,4.281,CCC(C)CCC(=O)O
2874,0.832,0.551,4.299,CC(C)=CCC(=O)O
2875,0.927,0.606,4.324,CC(C)CCC(=O)O
2876,0.927,0.606,4.324,CC(C)CCC(=O)O
2877,0.937,0.513,4.247,CCCCCO
2878,0.927,0.606,4.324,CC(C)CCC(=O)O
2879,0.927,0.606,4.324,CC(C)CCC(=O)O
2880,0.927,0.606,4.324,CC(C)CCC(=O)O
2881,0.927,0.606,4.324,CC(C)CCC(=O)O
2882,0.927,0.606,4.324,CC(C)CCC(=O)O
2883,0.927,0.606,4.324,CC(C)CCC(=O)O
2884,0.927,0.606,4.324,CC(C)CCC(=O)O
2885,0.937,0.513,4.247,CCCCCO
2886,0.937,0.513,4.247,CCCCCO
2887,0.927,0.606,4.324,CC(C)CCC(=O)O
2888,0.927,0.606,4.324,CC(C)CCC(=O)O
2889,0.937,0.513,4.247,CCCCCO
2890,0.927,0.606,4.324,CC(C)CCC(=O)O
2891,0.927,0.606,4.324,CC(C)CCC(=O)O
2892,0.927,0.606,4.324,CC(C)CCC(=O)O
2893,0.927,0.606,4.324,CC(C)CCC(=O)O
2894,0.844,0.631,4.4,CCCC(C)CC(=O)O
2895,0.831,0.589,4.124,CCC(O)CCC(=O)O
2896,0.927,0.606,4.324,CC(C)CCC(=O)O
2897,0.937,0.513,4.247,CCCCCO
2898,0.937,0.513,4.247,CCCCCO
2899,0.927,0.606,4.324,CC(C)CCC(=O)O
2900,0.852,0.631,4.281,CCC(C)CCC(=O)O
2901,0.927,0.606,4.324,CC(C)CCC(=O)O
2902,0.937,0.513,4.247,CCCCCO
2903,0.927,0.606,4.324,CC(C)CCC(=O)O
2904,0.927,0.606,4.324,CC(C)CCC(=O)O
2905,0.927,0.606,4.324,CC(C)CCC(=O)O
2906,0.927,0.606,4.324,CC(C)CCC(=O)O
2907,0.937,0.513,4.247,CCCCCO
2908,0.946,0.582,4.304,CCCCC(=O)O
2909,0.816,0.557,4.643,CCCC(O)C(=O)O
2910,0.889,0.619,4.143,CC(C)(C)CCC(=O)O
2911,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2912,0.889,0.619,4.143,CC(C)(C)CCC(=O)O
2913,0.889,0.619,4.143,CC(C)(C)CCC(=O)O
2914,0.889,0.619,4.143,CC(C)(C)CCC(=O)O
2915,0.857,0.657,4.307,CCCC(C)(C)CC(=O)O
2916,0.938,0.52,4.265,CCCCC(=O)OC
2917,0.938,0.52,4.265,CCCCC(=O)OC
2918,0.844,0.563,4.392,CC=CCCC(=O)O
2919,0.938,0.52,4.265,CCCCC(=O)OC
2920,0.937,0.513,4.247,CCCCCO
2921,0.872,0.544,4.589,CCCC(=O)C(=O)O
2922,0.821,0.587,4.736,CC(C)CC(O)C(=O)O
2923,0.852,0.631,4.281,CCC(C)CCC(=O)O
2924,0.78,0.479,4.675,C=C(CCC=CC)C(=O)O
2925,0.917,0.543,4.213,CCCC(=O)O
2926,0.937,0.513,4.247,CCCCCO
2927,0.857,0.657,4.307,CCCC(C)(C)CC(=O)O
2928,0.857,0.657,4.307,CCCC(C)(C)CC(=O)O
2929,0.841,0.434,4.389,C#CCCCC(=O)O
2930,0.857,0.657,4.307,CCCC(C)(C)CC(=O)O
2931,0.801,0.6,4.439,CCCC(C)C(=O)C(=O)O
2932,0.937,0.513,4.247,CCCCCO
2933,0.842,0.586,4.235,C=C(CC)CCC(=O)O
2934,0.952,0.567,4.409,CCCCCC(=O)O
2935,0.844,0.631,4.4,CCCC(C)CC(=O)O
2936,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2937,0.946,0.582,4.304,CCCCC(=O)O
2938,0.918,0.517,4.526,NCCCCC(=O)O
2939,0.946,0.582,4.304,CCCCC(=O)O
2940,0.782,0.438,3.729,CC1CCC(=O)OC1
2941,0.927,0.606,4.324,CC(C)CCC(=O)O
2942,0.754,0.346,4.938,C=C(CCCC=N)C(=O)O
2943,0.754,0.346,4.938,C=C(CCCC=N)C(=O)O
2944,0.839,0.563,4.291,C=C(CCC)C(=O)O
2945,0.937,0.513,4.247,CCCCCO
2946,0.946,0.582,4.304,CCCCC(=O)O
2947,0.927,0.606,4.324,CC(C)CCC(=O)O
2948,0.952,0.567,4.409,CCCCCC(=O)O
2949,0.938,0.52,4.265,CCCCC(=O)OC
2950,0.918,0.517,4.526,NCCCCC(=O)O
2951,0.952,0.567,4.409,CCCCCC(=O)O
2952,0.952,0.567,4.409,CCCCCC(=O)O
2953,0.917,0.543,4.213,CCCC(=O)O
2954,0.952,0.567,4.409,CCCCCC(=O)O
2955,0.952,0.567,4.409,CCCCCC(=O)O
2956,0.952,0.567,4.409,CCCCCC(=O)O
2957,0.938,0.52,4.265,CCCCC(=O)OC
2958,0.938,0.52,4.265,CCCCC(=O)OC
2959,0.938,0.52,4.265,CCCCC(=O)OC
2960,0.946,0.582,4.304,CCCCC(=O)O
2961,0.863,0.563,4.31,C=C(C)CCC(=O)O
2962,0.937,0.513,4.247,CCCCCO
2963,0.889,0.619,4.143,CC(C)(C)CCC(=O)O
2964,0.756,0.596,4.456,C=CC(CCC)CC(=O)O
2965,0.845,0.555,4.971,CCCC(N)C(=O)O
2966,0.779,0.506,4.528,CC(O)C(O)CCC(=O)O
2967,0.779,0.506,4.528,CC(O)C(O)CCC(=O)O
2968,0.821,0.587,4.344,CCC(N)CCC(=O)O
2969,0.852,0.631,4.281,CCC(C)CCC(=O)O
2970,0.78,0.449,5.185,CCCCC(N)C(=O)OO
2971,0.859,0.587,4.97,CCCCC(N)C(=O)O
2972,0.949,0.578,4.319,CCCCCCC(=O)O
2973,0.857,0.657,4.307,CCCC(C)(C)CC(=O)O
2974,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2975,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2976,0.857,0.657,4.307,CCCC(C)(C)CC(=O)O
2977,0.857,0.657,4.307,CCCC(C)(C)CC(=O)O
2978,0.844,0.631,4.4,CCCC(C)CC(=O)O
2979,0.844,0.631,4.4,CCCC(C)CC(=O)O
2980,0.952,0.567,4.409,CCCCCC(=O)O
2981,0.952,0.567,4.409,CCCCCC(=O)O
2982,0.952,0.567,4.409,CCCCCC(=O)O
2983,0.927,0.606,4.324,CC(C)CCC(=O)O
2984,0.952,0.567,4.409,CCCCCC(=O)O
2985,0.952,0.567,4.409,CCCCCC(=O)O
2986,0.952,0.567,4.409,CCCCCC(=O)O
2987,0.741,0.459,4.816,C=C(CC)CC(=N)C(=O)O
2988,0.799,0.596,4.529,C=CCCC(C)CC(=O)O
2989,0.779,0.619,4.596,CCC(C)(N)CCC(=O)O
2990,0.927,0.606,4.324,CC(C)CCC(=O)O
2991,0.952,0.567,4.409,CCCCCC(=O)O
2992,0.952,0.567,4.409,CCCCCC(=O)O
2993,0.952,0.567,4.409,CCCCCC(=O)O
2994,0.693,0.442,4.66,C=CC(C=O)CC(=O)O
2995,0.734,0.575,4.287,C#CC(C)CCC(=O)O
2996,0.741,0.601,4.469,C#CC(CC)CCC(=O)O
2997,0.742,0.459,4.513,C=C(C(=N)CCC)C(=O)O
2998,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
2999,0.952,0.567,4.409,CCCCCC(=O)O
3000,0.883,0.576,4.371,N#CCCCCC(=O)O
3001,0.703,0.535,4.244,C=C1CC=C(C(=O)O)C1
3002,0.691,0.491,4.505,NC1C=C(O)CCC1
3003,0.952,0.567,4.409,CCCCCC(=O)O
3004,0.946,0.582,4.304,CCCCC(=O)O
3005,0.751,0.441,4.254,O=C1CCC(O)CO1
3006,0.687,0.223,5.033,C=C(CC(N)(N)C(=O)OO)OC
3007,0.952,0.567,4.409,CCCCCC(=O)O
3008,0.561,0.24,3.986,O=C1C#CCCO1
3009,0.523,0.361,4.885,N=C(CO)CC1COON1
3010,0.952,0.567,4.409,CCCCCC(=O)O
3011,0.619,0.271,4.716,NC(O)=C(C=O)CC(N)C=O
3012,0.952,0.567,4.409,CCCCCC(=O)O
3013,0.772,0.447,4.13,CC(N)CCC(=O)OCC=O
3014,0.777,0.583,4.26,C=C(C)C(=C)CC(=O)O
3015,0.667,0.531,4.159,O=C(O)C1CCC=N1
3016,0.946,0.582,4.304,CCCCC(=O)O
3017,0.797,0.491,4.126,CC1=C(O)CCC1
3018,0.835,0.589,4.784,CCCC(O)CC(=O)O
3019,0.836,0.57,4.442,O=C(O)CC1=CCCC1
3020,0.64,0.522,5.341,CC(=O)C(N)CC(N)CN=O
3021,0.844,0.631,4.4,CCCC(C)CC(=O)O
3022,0.946,0.582,4.304,CCCCC(=O)O
3023,0.883,0.388,4.42,CCCCCC=O
3024,0.952,0.567,4.409,CCCCCC(=O)O
3025,0.605,0.592,5.398,CC1(N)CCCC1(N=O)C(=O)O
3026,0.57,0.431,4.776,CC(O)C(=CN)C(N)C=O
3027,0.863,0.657,4.379,CCC(C)(C)CCC(=O)O
3028,0.859,0.587,4.97,CCCCC(N)C(=O)O
3029,0.726,0.5,4.911,CC(N)(CC=O)C(=O)O
3030,0.626,0.506,4.822,CC(C=N)CC(=N)C(=O)O
3031,0.844,0.631,4.4,CCCC(C)CC(=O)O
3032,0.952,0.567,4.409,CCCCCC(=O)O
3033,0.697,0.439,4.674,CC1CC(N)C(=O)O1
3034,0.76,0.544,4.3,CC=C(O)CCCO
3035,0.952,0.567,4.409,CCCCCC(=O)O
3036,0.739,0.515,4.172,CCC(=N)C(C)=O
3037,0.952,0.567,4.409,CCCCCC(=O)O
3038,0.946,0.582,4.304,CCCCC(=O)O
3039,0.9,0.496,4.67,NCCCCCO
3040,0.952,0.567,4.409,CCCCCC(=O)O
3041,0.61,0.206,5.545,NN=CC#CCC(=O)ON
3042,0.674,0.378,5.019,CCC1CC(N)(N)C(=O)O1
3043,0.692,0.331,5.888,CCCC(C)=C(NC=N)C(=O)O
3044,0.632,0.251,5.277,CCCC(NC)(OO)C(O)O
3045,0.831,0.589,4.124,CCC(O)CCC(=O)O
3046,0.751,0.615,4.858,CCC(C#N)CC(=O)O
3047,0.638,0.344,4.882,C=NCC(=C)C=C(N)C(=O)O
3048,0.753,0.517,4.673,O=C1C=C(C(=O)O)NCC1
3049,0.628,0.301,5.492,NC(CCNO)C(N=O)C(=O)O
3050,0.946,0.582,4.304,CCCCC(=O)O
3051,0.856,0.425,4.316,CCCC=CC(=O)OC
3052,0.952,0.567,4.409,CCCCCC(=O)O
3053,0.596,0.267,4.649,C#CC#CC(=C)C=O
3054,0.952,0.567,4.409,CCCCCC(=O)O
3055,0.639,0.372,4.421,N=CCC#CC(=O)O
3056,0.765,0.48,4.563,C=C(CC(C)=CC)C(=O)O
3057,0.946,0.582,4.304,CCCCC(=O)O
3058,0.555,0.433,4.617,NCC(=O)OC1=C=C=CC1
3059,0.762,0.429,4.75,C#CCC(=O)CC(=O)O
3060,0.579,0.393,4.952,CNN=NC(CC(C)ON)C(=O)O
3061,0.888,0.613,4.052,CCC(=O)CCC(=O)O
3062,0.844,0.631,4.4,CCCC(C)CC(=O)O
3063,0.946,0.582,4.304,CCCCC(=O)O
3064,0.776,0.509,4.349,CCC(N)=CC(=O)O
3065,0.625,0.426,4.586,CC(N)(C=O)CC(N)CO
3066,0.859,0.588,4.66,CCCC(=O)CCO
3067,0.697,0.351,4.407,CCC#CCC=O
3068,0.946,0.582,4.304,CCCCC(=O)O
3069,0.677,0.403,4.311,NCC1OC(O)CC1O
3070,0.952,0.567,4.409,CCCCCC(=O)O
3071,0.795,0.571,4.887,C=C(C)CCC(N)C(=O)O
3072,0.751,0.441,4.254,O=C1CCC(O)CO1
3073,0.737,0.528,3.993,O=C(O)C1=CC(O)CC1
3074,0.789,0.494,4.415,CCCC(C)=N
3075,0.68,0.337,4.488,O=C=CCC(O)=CC(=O)O
3076,0.791,0.424,5.822,CCCC(=O)C(=O)ON
3077,0.695,0.469,4.457,CC(=O)C(=CO)C(C)C(=O)O
3078,0.835,0.589,4.784,CCCC(O)CC(=O)O
3079,0.872,0.457,5.215,CCCCCC(=O)ON
3080,0.701,0.496,4.888,CCCC(O)C(=N)C(=O)O
3081,0.686,0.343,4.279,CC1C=CCC(=O)O1
3082,0.952,0.567,4.409,CCCCCC(=O)O
3083,0.693,0.448,4.7,CCCC(N)(NCOC)C(=O)OC
3084,0.949,0.578,4.319,CCCCCCC(=O)O
3085,0.609,0.51,4.185,O=C(O)C1=C=CCC1
3086,0.814,0.611,4.245,CC(=O)C(C)CC(=O)O
3087,0.796,0.431,4.476,CC(C)CC(C(=O)O)=C(O)O
3088,0.848,0.501,4.252,CCC(=O)C(=O)O
3089,0.705,0.517,4.885,CC=CC(=N)C(=O)O
3090,0.804,0.372,4.528,C=C(CCCC)C(=O)OCO
3091,0.641,0.373,5.013,N=CCC(O)C(N)C(=O)O
3092,0.952,0.567,4.409,CCCCCC(=O)O
3093,0.648,0.579,4.716,C#CC(O)C(C)C(C)C(=O)O
3094,0.952,0.567,4.409,CCCCCC(=O)O
3095,0.644,0.33,5.012,C=NC(CCC)C(=O)ONN
3096,0.473,0.445,4.371,CC1C#CC=C1O
3097,0.952,0.567,4.409,CCCCCC(=O)O
3098,0.952,0.567,4.409,CCCCCC(=O)O
3099,0.839,0.56,4.831,CCCC(N)C(=O)OC
3100,0.946,0.582,4.304,CCCCC(=O)O
3101,0.699,0.275,5.226,NCC(=O)CC(=NOO)C(=O)O
3102,0.805,0.586,4.284,C=C(CCC)CC(=O)O
3103,0.673,0.199,4.695,CC(N)OC(=O)C(C)NN
3104,0.884,0.443,4.4,C=CCCCC(=O)O
3105,0.952,0.567,4.409,CCCCCC(=O)O
3106,0.952,0.567,4.409,CCCCCC(=O)O
3107,0.952,0.567,4.409,CCCCCC(=O)O
3108,0.793,0.342,4.653,CCC(=O)CC(=O)OO
3109,0.922,0.539,4.376,O=C(O)CCCCCO
3110,0.777,0.656,4.489,CCCC(C)C(C)C(=O)O
3111,0.763,0.311,4.233,C=C(C)CCOC=O
3112,0.785,0.457,4.456,CCC(N)C(=O)CC(=O)OC
3113,0.831,0.589,4.124,CCC(O)CCC(=O)O
3114,0.952,0.567,4.409,CCCCCC(=O)O
3115,0.908,0.613,4.214,CC(=O)CCCC(=O)O
3116,0.76,0.231,4.5,C=CCOC(=O)C(=N)N
3117,0.838,0.587,4.38,CC(N)CCCC(=O)O
3118,0.952,0.567,4.409,CCCCCC(=O)O
3119,0.807,0.561,4.856,CCCCC(=N)C(=O)O
3120,0.706,0.528,4.402,C=CC(=N)CC(=O)O
3121,0.823,0.434,4.364,N=CCCCCC(=O)O
3122,0.938,0.534,4.52,CCCCCCO
3123,0.669,0.37,4.444,C#CC1(C)CCCC(=O)O1
3124,0.952,0.567,4.409,CCCCCC(=O)O
3125,0.946,0.582,4.304,CCCCC(=O)O
3126,0.952,0.567,4.409,CCCCCC(=O)O
3127,0.7,0.452,4.351,NC1CCCC(=O)O1
3128,0.817,0.495,4.194,O=C(O)CC(O)CCCO
3129,0.946,0.582,4.304,CCCCC(=O)O
3130,0.536,0.197,5.53,C=C1CNC(C=O)(NN)C1
3131,0.872,0.573,4.757,CCCC(=O)CC(=O)O
3132,0.639,0.236,5.274,C#CC(=O)C(COO)NC
3133,0.845,0.595,4.435,CC(=O)C=CCCC(=O)O
3134,0.748,0.579,5.545,CC(CCC(=O)O)N=O
3135,0.573,0.416,4.487,CC1OC(=O)C(N=N)CC1N
3136,0.884,0.573,4.671,CCCCC(=O)C(=O)O
3137,0.946,0.582,4.304,CCCCC(=O)O
3138,0.759,0.516,4.968,C#CCCC(N)C(=O)O
3139,0.946,0.582,4.304,CCCCC(=O)O
3140,0.917,0.543,4.213,CCCC(=O)O
3141,0.952,0.567,4.409,CCCCCC(=O)O
3142,0.714,0.588,5.553,CCCC(C)(CC(=O)O)ON
3143,0.76,0.59,4.38,CCC(N)=CCC(=O)O
3144,0.687,0.475,5.667,CCCC(CO)(ON)C(=O)O
3145,0.952,0.567,4.409,CCCCCC(=O)O
3146,0.946,0.582,4.304,CCCCC(=O)O
3147,0.946,0.582,4.304,CCCCC(=O)O
