2025-06-04 16:47:59
Parameters:
init_smi: Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
program_name: ZM241385
output_path: .\case4\results
pocket_file: .\case4\ZM241385_pocket6A.pdb
lr: 0.01
lr_decrease: 0.1
batch_size: 64
gamma: 1.0
learning_iter: 1
target_iter: 10
memory_capacity: 1000
max_episode: 4000
max_step: 5
epsilon: 0.95
epsilon_increase: 0.05
Objective_properties: ['SAscore', 'QED', 'Affinity']

Episode,SAscore,QED,Affinity,SMILES
775,0.612,0.631,7.452,Cc1ccoc1-c1nc2nc(NCCC3=C4C=C(O)C(=C3)C4)nc(N)n2n1
776,0.71,0.598,7.449,C=C1CC(=CCCNc2nc(N)n3nc(-c4ccco4)nc3n2)C=C1O
777,0.768,0.384,8.641,N#Cc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1N
778,0.75,0.447,7.933,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N=N)n3n2)c1
779,0.779,0.39,8.641,CCc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1N
780,0.694,0.624,6.752,c1ccc(CC2=Nc3nc(nc4nc(-c5ccco5)nn34)N2)cc1
781,0.791,0.475,8.739,CCc1coc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)c1N
782,0.76,0.234,7.133,CCc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)c(N)c4)nc(N)n3n2)c1N
783,0.773,0.425,7.779,Cc1c(C=O)coc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3)nc(N)n2n1
784,0.773,0.425,7.779,Cc1c(C=O)coc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3)nc(N)n2n1
785,0.773,0.425,7.779,Cc1c(C=O)coc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3)nc(N)n2n1
786,0.768,0.508,7.877,Cc1c(C=O)coc1-c1nc2nc(N(C)CCc3ccccc3)nc(N)n2n1
787,0.664,0.62,7.013,Cc1coc(-c2nc3nc4nc(n3n2)N=C(Cc2ccccc2)N4)c1
788,0.807,0.576,7.298,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1
789,0.664,0.62,7.013,Cc1coc(-c2nc3nc4nc(n3n2)N=C(Cc2ccccc2)N4)c1
790,0.643,0.503,6.712,Cc1c(C=O)coc1-c1nc2nc3nc(n2n1)NN3CCc1ccc(O)cc1
791,0.776,0.491,8.156,Cc1cccc(CCNc2nc(N)n3nc(-c4occ(C=O)c4C)nc3n2)c1
792,0.776,0.491,8.156,Cc1cccc(CCNc2nc(N)n3nc(-c4occ(C=O)c4C)nc3n2)c1
793,0.578,0.5,8.45,Cc1c(C=O)coc1-c1nc2nc(N(C)C3Cc4ccc(O)c3c4)nc(N)n2n1
794,0.776,0.491,8.156,Cc1cccc(CCNc2nc(N)n3nc(-c4occ(C=O)c4C)nc3n2)c1
795,0.762,0.45,7.621,C=CNc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)c(N)o3)nn12
796,0.775,0.458,7.836,CNc1cc(O)ccc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
797,0.775,0.458,7.836,CNc1cc(O)ccc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
798,0.771,0.361,7.9,CN(O)c1cc(O)ccc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
799,0.753,0.334,8.779,CNc1cc(O)ccc1CCN(CN)c1nc(N)n2nc(-c3ccco3)nc2n1
800,0.771,0.361,7.9,CN(O)c1cc(O)ccc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
801,0.669,0.329,7.732,Nc1nc(NC2Cc3ccc(O)cc3N(O)C2O)nc2nc(-c3ccco3)nn12
802,0.771,0.361,7.9,CN(O)c1cc(O)ccc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
803,0.747,0.203,7.606,Cc1cc(O)cc(NC(=N)O)c1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
804,0.767,0.342,8.892,CNOc1cc(O)ccc1CC(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
805,0.767,0.342,8.892,CNOc1cc(O)ccc1CC(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
806,0.767,0.342,8.892,CNOc1cc(O)ccc1CC(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
807,0.7,0.273,7.507,CNOc1cc(O)ccc1C(O)C(=O)Nc1nc(N)n2nc(-c3ccco3)nc2n1
808,0.744,0.53,8.244,Nc1nc(N2Oc3cc(O)ccc3CC2=O)nc2nc(-c3ccco3)nn12
809,0.755,0.219,7.66,CNOc1c(CC(=O)Nc2nc(N)n3nc(-c4ccco4)nc3n2)ccc(O)c1O
810,0.791,0.476,7.939,CCc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1
811,0.791,0.476,7.939,CCc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1
812,0.78,0.405,8.288,Cc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1N
813,0.59,0.473,8.508,CNc1nc(NC(=O)C2Oc3ccc2cc3)nc2nc(-c3occ(C)c3N)nn12
814,0.807,0.576,7.298,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1
815,0.791,0.475,8.739,CCc1coc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)c1N
816,0.839,0.579,7.045,Nc1nc(NC(=O)Cc2ccccc2)nc2nc(-c3ccco3)nn12
817,0.839,0.579,7.045,Nc1nc(NC(=O)Cc2ccccc2)nc2nc(-c3ccco3)nn12
818,0.744,0.53,8.244,Nc1nc(N2Oc3cc(O)ccc3CC2=O)nc2nc(-c3ccco3)nn12
819,0.744,0.53,8.244,Nc1nc(N2Oc3cc(O)ccc3CC2=O)nc2nc(-c3ccco3)nn12
820,0.744,0.53,8.244,Nc1nc(N2Oc3cc(O)ccc3CC2=O)nc2nc(-c3ccco3)nn12
821,0.784,0.558,8.631,CN(CCc1ccccc1)c1nc(N)n2nc(-c3occc3O)nc2n1
822,0.792,0.497,7.523,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1N
823,0.792,0.497,7.523,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1N
824,0.792,0.497,7.523,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1N
825,0.763,0.431,7.592,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1NO
826,0.767,0.311,7.86,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N)n3n2)c1NO
827,0.794,0.494,7.729,Cc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1
828,0.794,0.494,7.729,Cc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1
829,0.839,0.579,7.045,Nc1nc(NC(=O)Cc2ccccc2)nc2nc(-c3ccco3)nn12
830,0.792,0.492,8.118,Cc1coc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)c1N
831,0.647,0.496,7.26,Cc1coc(-c2nc3nc4nc(n3n2)NN4CCc2ccc(O)cc2)c1N
832,0.797,0.57,7.82,Cc1cccc(CCNc2nc(N)n3nc(-c4cc(C)co4)nc3n2)c1
833,0.789,0.59,7.526,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1
834,0.765,0.317,7.93,Cc1coc(-c2nc3nc(NCCc4ccc(O)c(O)c4)nc(N)n3n2)c1N
835,0.754,0.451,7.996,C=C(CNc1nc(N)n2nc(-c3cc(C)co3)nc2n1)c1ccc(O)c(OC)c1
836,0.76,0.285,7.333,CCc1coc(-c2nc3nc(NCCc4ccc(O)c(O)c4)nc(N)n3n2)c1NC
837,0.744,0.243,7.703,C#Cc1coc(-c2nc3nc(NCCc4ccc(O)c(O)c4)nc(N)n3n2)c1N
838,0.736,0.236,7.273,Cc1coc(-c2nc3nc(NCCc4ccc(O)c(ON)c4)nc(N)n3n2)c1NO
839,0.753,0.205,7.4,Cc1coc(-c2nc3nc(NCCc4ccc(O)c(O)c4)nc(N)n3n2)c1NO
840,0.781,0.558,8.852,CN(CCc1ccccc1)c1nc(N)n2nc(-c3cc(O)co3)nc2n1
841,0.789,0.59,7.526,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1
842,0.789,0.59,7.526,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1
843,0.789,0.59,7.526,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1
844,0.781,0.58,7.862,CNc1nc(N2CCc3ccc(O)cc32)nc2nc(-c3ccco3)nn12
845,0.79,0.577,7.797,Cc1cccc(CCNc2ncn3nc(-c4occc4O)nc3n2)c1
846,0.607,0.631,8.07,Cc1coc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)c1
847,0.607,0.631,8.07,Cc1coc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)c1
848,0.607,0.631,8.07,Cc1coc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)c1
849,0.607,0.631,8.07,Cc1coc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)c1
850,0.789,0.59,7.526,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1
851,0.821,0.596,8.07,CN(CCc1ccccc1)c1nc(N)n2nc(-c3ccco3)nc2n1
852,0.821,0.596,8.07,CN(CCc1ccccc1)c1nc(N)n2nc(-c3ccco3)nc2n1
853,0.813,0.498,6.892,Cc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
854,0.813,0.498,6.892,Cc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
855,0.643,0.577,7.345,Cc1coc(-c2nc3nc4nc(n3n2)N=C(Cc2ccc(O)c(C)c2)N4)c1
856,0.735,0.192,7.583,Cc1cc(O)c(CNO)cc1C(=N)CNc1nc(N)n2nc(-c3ccco3)nc2n1
857,0.596,0.425,8.121,Cc1cc(O)ccc1CC1(N)Nc2nc(n3nc(-c4ccco4)nc3n2)N1
858,0.596,0.425,8.121,Cc1cc(O)ccc1CC1(N)Nc2nc(n3nc(-c4ccco4)nc3n2)N1
859,0.596,0.425,8.121,Cc1cc(O)ccc1CC1(N)Nc2nc(n3nc(-c4ccco4)nc3n2)N1
860,0.626,0.52,7.341,Oc1ccc(CC2Nc3nc(n4nc(-c5ccco5)nc4n3)N2)cc1
861,0.821,0.596,8.07,CN(CCc1ccccc1)c1nc(N)n2nc(-c3ccco3)nc2n1
862,0.746,0.535,7.913,C=CN(CCc1ccccc1)c1nc(N)n2nc(-c3occc3O)nc2n1
863,0.784,0.558,8.631,CN(CCc1ccccc1)c1nc(N)n2nc(-c3occc3O)nc2n1
864,0.746,0.535,7.913,C=CN(CCc1ccccc1)c1nc(N)n2nc(-c3occc3O)nc2n1
865,0.746,0.535,7.913,C=CN(CCc1ccccc1)c1nc(N)n2nc(-c3occc3O)nc2n1
866,0.746,0.535,7.913,C=CN(CCc1ccccc1)c1nc(N)n2nc(-c3occc3O)nc2n1
867,0.767,0.476,8.695,CN(CCc1ccccc1)c1nc(N)n2nc(-c3occ(N)c3O)nc2n1
868,0.767,0.476,8.695,CN(CCc1ccccc1)c1nc(N)n2nc(-c3occ(N)c3O)nc2n1
869,0.789,0.59,7.526,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1
870,0.759,0.47,8.287,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occ(N)c4O)nc3n2)c1
871,0.759,0.47,8.287,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occ(N)c4O)nc3n2)c1
872,0.784,0.558,8.631,CN(CCc1ccccc1)c1nc(N)n2nc(-c3occc3O)nc2n1
873,0.792,0.492,8.118,Cc1coc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)c1N
874,0.629,0.423,7.599,Cc1coc(-c2nc3nc4nc(n3n2)NN4C(=O)Cc2ccc(ON)cc2)c1N
875,0.807,0.576,7.298,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1
876,0.764,0.539,7.259,C=Nc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)co3)nn12
877,0.764,0.539,7.259,C=Nc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)co3)nn12
878,0.69,0.582,7.432,Oc1ccc(CCN2Nc3nc2nc2nc(-c4ccco4)nn32)cc1
879,0.771,0.506,7.952,C=Nc1nc(NCCc2ccc(O)c(C)c2)nc2nc(-c3ccco3)nn12
880,0.635,0.64,8.414,Nc1nc(NCCC2=C3C=C(O)C(=C2)C3)nc2nc(-c3ccco3)nn12
881,0.8,0.39,6.967,Cc1ccc(-c2nc3nc(NCCc4ccc(O)c(CO)c4)nc(N)n3n2)o1
882,0.8,0.39,6.967,Cc1ccc(-c2nc3nc(NCCc4ccc(O)c(CO)c4)nc(N)n3n2)o1
883,0.8,0.39,6.967,Cc1ccc(-c2nc3nc(NCCc4ccc(O)c(CO)c4)nc(N)n3n2)o1
884,0.813,0.498,6.892,Cc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
885,0.635,0.64,8.414,Nc1nc(NCCC2=C3C=C(O)C(=C2)C3)nc2nc(-c3ccco3)nn12
886,0.635,0.64,8.414,Nc1nc(NCCC2=C3C=C(O)C(=C2)C3)nc2nc(-c3ccco3)nn12
887,0.782,0.525,8.049,Cc1cccc(CCN(O)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
888,0.635,0.64,8.414,Nc1nc(NCCC2=C3C=C(O)C(=C2)C3)nc2nc(-c3ccco3)nn12
889,0.839,0.579,7.045,Nc1nc(NC(=O)Cc2ccccc2)nc2nc(-c3ccco3)nn12
890,0.643,0.465,8.52,Cc1coc(-c2nc3nc(N4C(=O)Cc5ccc(O)c4c5)nc(N)n3n2)c1N
891,0.774,0.314,7.827,Nc1c(CO)coc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3)nc(N)n2n1
892,0.774,0.314,7.827,Nc1c(CO)coc1-c1nc2nc(NC(=O)Cc3ccc(O)cc3)nc(N)n2n1
893,0.767,0.309,7.84,Cc1coc(-c2nc3nc(NC(=O)Cc4ccc(O)cc4)nc(N)n3n2)c1NO
894,0.792,0.492,8.118,Cc1coc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)c1N
895,0.792,0.497,7.523,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1N
896,0.73,0.38,8.039,C=CNc1nc(NCC(=O)c2ccc(O)cc2)nc2nc(-c3cc(C=C)co3)nn12
897,0.722,0.284,7.484,C=CNc1nc(NCCc2ccc(OO)cc2)nc2nc(-c3cc(C=C)co3)nn12
898,0.791,0.475,8.739,CCc1coc(-c2nc3nc(NC(=O)Cc4ccccc4)nc(N)n3n2)c1N
899,0.793,0.498,7.612,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N)n3n2)c1
900,0.794,0.553,7.294,CNc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)co3)nn12
901,0.794,0.553,7.294,CNc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)co3)nn12
902,0.711,0.432,7.852,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N=C=C=N)n3n2)c1
903,0.794,0.553,7.294,CNc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)co3)nn12
904,0.794,0.553,7.294,CNc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)co3)nn12
905,0.794,0.553,7.294,CNc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)co3)nn12
906,0.794,0.553,7.294,CNc1nc(NCCc2ccccc2)nc2nc(-c3cc(C)co3)nn12
907,0.791,0.411,8.148,Cc1cccc(CCN(N)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
908,0.759,0.544,8.154,CN1c2cc(O)ccc2CCN1c1nc(N)n2nc(-c3ccco3)nc2n1
909,0.759,0.544,8.154,CN1c2cc(O)ccc2CCN1c1nc(N)n2nc(-c3ccco3)nc2n1
910,0.716,0.379,7.3,Cc1coc(-c2nc3nc(NCCc4ccc(O)cc4)nc(N=C=C=O)n3n2)c1
911,0.745,0.124,8.193,NNOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c(NCO)c1
912,0.523,0.389,7.923,Nc1nc(N2c3cc(c4cc3ON4)CC2O)nc2nc(-c3occc3O)nn12
913,0.752,0.422,7.627,Cc1cccc(CCN(CN)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
914,0.752,0.422,7.627,Cc1cccc(CCN(CN)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
915,0.775,0.552,9.104,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
916,0.775,0.552,9.104,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
917,0.775,0.552,9.104,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
918,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
919,0.789,0.59,7.526,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1
920,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
921,0.764,0.478,8.228,CN(CCc1ccccc1)c1nc(N)n2nc(-c3oc(O)cc3O)nc2n1
922,0.748,0.373,7.33,Cc1cccc(CCN(CN)c2nc(N=N)n3nc(-c4ccco4)nc3n2)c1
923,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
924,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
925,0.669,0.507,7.819,NOc1ccc(CC(=O)N2Nc3nc2nc2nc(-c4ccco4)nn32)cc1
926,0.727,0.264,7.942,C=Nc1nc(NC(=O)Cc2ccc(O)cc2ON=O)nc2nc(-c3ccco3)nn12
927,0.612,0.402,8.136,Cc1cc2cc(c1O)C(Nc1nc(NO)n3nc(-c4ccco4)nc3n1)C2
928,0.756,0.202,7.411,COCNc1cc(O)ccc1CCNc1nc(NO)n2nc(-c3ccco3)nc2n1
929,0.644,0.422,8.812,COCNc1cc(O)ccc1CC1=Nc2nc(nc3nc(-c4ccco4)nn23)N1
930,0.761,0.368,8.052,COCNc1cc(O)ccc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
931,0.761,0.334,8.506,CN(CCc1ccc(O)cc1NCO)c1nc(N)n2nc(-c3ccco3)nc2n1
932,0.761,0.334,8.506,CN(CCc1ccc(O)cc1NCO)c1nc(N)n2nc(-c3ccco3)nc2n1
933,0.763,0.205,8.08,NOc1ccc(CC(=O)Nc2nc(N)n3nc(-c4ccco4)nc3n2)c(NCO)c1
934,0.77,0.357,7.321,Cc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)c(ON)cc1O
935,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
936,0.772,0.323,7.713,COc1cc(O)c(CC(=O)Nc2nc(N)n3nc(-c4ccco4)nc3n2)c(ON)c1
937,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
938,0.772,0.552,9.072,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)c1
939,0.64,0.567,7.78,Nc1nc(NC(=O)C2Oc3ccc2cc3)nc2nc(-c3ccco3)nn12
940,0.64,0.567,7.78,Nc1nc(NC(=O)C2Oc3ccc2cc3)nc2nc(-c3ccco3)nn12
941,0.635,0.64,8.414,Nc1nc(NCCC2=C3C=C(O)C(=C2)C3)nc2nc(-c3ccco3)nn12
942,0.772,0.552,9.072,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)c1
943,0.772,0.552,9.072,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)c1
944,0.772,0.552,9.072,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)c1
945,0.766,0.318,7.836,COCNc1cc(O)c(C)cc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
946,0.757,0.491,7.625,Nc1nc(N2CCc3ccc(O)cc3N2)nc2nc(-c3ccco3)nn12
947,0.668,0.297,7.877,Nc1nc(NC2Cc3ccc(O)cc3N(N)C2O)nc2nc(-c3ccco3)nn12
948,0.668,0.297,7.877,Nc1nc(NC2Cc3ccc(O)cc3N(N)C2O)nc2nc(-c3ccco3)nn12
949,0.666,0.341,8.093,Cc1c(O)ccc2c1NC(O)C(Nc1nc(N)n3nc(-c4ccco4)nc3n1)C2
950,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
951,0.632,0.631,7.707,Cc1ccc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)o1
952,0.632,0.631,7.707,Cc1ccc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)o1
953,0.632,0.631,7.707,Cc1ccc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)o1
954,0.729,0.578,7.587,C=C(O)C1=CC(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)=CC1
955,0.736,0.612,7.736,CC1=C(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)C=C(CO)C1
956,0.729,0.578,7.587,C=C(O)C1=CC(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)=CC1
957,0.729,0.578,7.587,C=C(O)C1=CC(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)=CC1
958,0.8,0.394,7.529,NCc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
959,0.8,0.394,7.529,NCc1cc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
960,0.635,0.64,8.414,Nc1nc(NCCC2=C3C=C(O)C(=C2)C3)nc2nc(-c3ccco3)nn12
961,0.635,0.64,8.414,Nc1nc(NCCC2=C3C=C(O)C(=C2)C3)nc2nc(-c3ccco3)nn12
962,0.77,0.29,8.741,Cc1cc(O)c(CNO)cc1CCNc1nc(N)n2nc(-c3ccco3)nc2n1
963,0.612,0.631,7.452,Cc1ccoc1-c1nc2nc(NCCC3=C4C=C(O)C(=C3)C4)nc(N)n2n1
964,0.821,0.596,8.07,CN(CCc1ccccc1)c1nc(N)n2nc(-c3ccco3)nc2n1
965,0.768,0.184,7.647,NNc1nc(NCCc2ccc(O)c(CNO)c2)nc2nc(-c3ccco3)nn12
966,0.768,0.184,7.647,NNc1nc(NCCc2ccc(O)c(CNO)c2)nc2nc(-c3ccco3)nn12
967,0.747,0.273,7.607,CNc1nc(NCCc2ccc(O)c(CNO)c2)nc2nc(-c3cc(C)co3)nn12
968,0.604,0.619,8.529,Cc1coc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)c1C
969,0.588,0.403,8.099,Cc1coc(-c2nc3nc(NCC4c5ccc(O)c(c5)CN4O)nc(N)n3n2)c1
970,0.588,0.403,8.099,Cc1coc(-c2nc3nc(NCC4c5ccc(O)c(c5)CN4O)nc(N)n3n2)c1
971,0.825,0.502,7.469,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
972,0.604,0.619,8.529,Cc1coc(-c2nc3nc(NCCC4=C5C=C(O)C(=C4)C5)nc(N)n3n2)c1C
973,0.784,0.582,8.093,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1C
974,0.8,0.57,7.83,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1C
975,0.784,0.582,8.093,Cc1coc(-c2nc3nc(N(C)CCc4ccccc4)nc(N)n3n2)c1C
976,0.807,0.576,7.298,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1
977,0.807,0.576,7.298,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1
978,0.807,0.576,7.298,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1
979,0.807,0.576,7.298,Cc1coc(-c2nc3nc(NCCc4ccccc4)nc(N)n3n2)c1
980,0.812,0.487,7.789,CNc1nc(NC(=O)Cc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
981,0.812,0.487,7.789,CNc1nc(NC(=O)Cc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
982,0.812,0.487,7.789,CNc1nc(NC(=O)Cc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
983,0.788,0.5,7.002,C=C(CNc1nc(N)n2nc(-c3ccco3)nc2n1)c1ccc(O)cc1
984,0.754,0.379,7.503,C=Nc1c(CCC)coc1-c1nc2nc(NCCc3ccc(O)cc3)nc(N)n2n1
985,0.609,0.518,7.855,C=C(c1ccc(O)cc1)C1Nc2nc(n3nc(-c4ccco4)nc3n2)N1
986,0.603,0.516,7.537,Cc1ccoc1-c1nc2nc3nc(n2n1)NC(Cc1ccc(O)cc1)N3
987,0.603,0.516,7.537,Cc1ccoc1-c1nc2nc3nc(n2n1)NC(Cc1ccc(O)cc1)N3
988,0.603,0.516,7.537,Cc1ccoc1-c1nc2nc3nc(n2n1)NC(Cc1ccc(O)cc1)N3
989,0.839,0.61,6.972,c1ccc(CCNc2ncn3nc(-c4ccco4)nc3n2)cc1
990,0.825,0.502,7.469,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
991,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
992,0.631,0.739,7.437,OC1=CC2=C(CCNc3ncn4nc(-c5ccco5)nc4n3)C=C1C2
993,0.718,0.16,7.576,N=NC=Nc1nc(NCCc2ccc(O)cc2N)nc2nc(-c3ccco3)nn12
994,0.631,0.739,7.437,OC1=CC2=C(CCNc3ncn4nc(-c5ccco5)nc4n3)C=C1C2
995,0.775,0.552,9.104,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
996,0.631,0.739,7.437,OC1=CC2=C(CCNc3ncn4nc(-c5ccco5)nc4n3)C=C1C2
997,0.631,0.739,7.437,OC1=CC2=C(CCNc3ncn4nc(-c5ccco5)nc4n3)C=C1C2
998,0.631,0.739,7.437,OC1=CC2=C(CCNc3ncn4nc(-c5ccco5)nc4n3)C=C1C2
999,0.635,0.64,8.414,Nc1nc(NCCC2=C3C=C(O)C(=C2)C3)nc2nc(-c3ccco3)nn12
1000,0.685,0.544,7.9,Cc1cccc(C2CN(c3nc(N)n4nc(-c5ccco5)nc4n3)C(N)O2)c1
1001,0.54,0.496,8.791,CC(c1cccc(C#N)c1N=N)C1Nc2nc(nc3nc(-c4ccco4)nn23)N1C
1002,0.757,0.312,7.914,Cc1cccc(CCN(CN(O)O)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
1003,0.792,0.495,8.488,Cc1ccc(CCN(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)cc1
1004,0.689,0.526,8.885,Cc1cccc(C2=C=CN(c3nc(N)n4nc(-c5ccc(O)o5)nc4n3)C2)c1
