2025-06-04 16:47:59
Parameters:
init_smi: Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
program_name: ZM241385
output_path: .\case4\results
pocket_file: .\case4\ZM241385_pocket6A.pdb
lr: 0.01
lr_decrease: 0.1
batch_size: 64
gamma: 1.0
learning_iter: 1
target_iter: 10
memory_capacity: 1000
max_episode: 4000
max_step: 5
epsilon: 0.95
epsilon_increase: 0.05
Objective_properties: ['SAscore', 'QED', 'Affinity']

Episode,SAscore,QED,Affinity,SMILES
2108,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2109,0.789,0.564,7.998,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2110,0.789,0.564,7.998,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2111,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2112,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2113,0.78,0.6,9.332,C=Cc1cccc2c1CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
2114,0.566,0.747,8.474,C=CC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2115,0.724,0.414,7.157,C=Cc1cc(C#CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
2116,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2117,0.765,0.56,8.307,C=Cc1cc2c(cc1O)CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
2118,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2119,0.773,0.47,7.742,C=Cc1cccc(CCN(CO)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2120,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2121,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2122,0.798,0.582,8.969,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2123,0.605,0.524,7.383,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1Cc2cccc(c2)C1=CO
2124,0.754,0.497,8.592,C=Cc1cccc(C(=N)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2125,0.798,0.582,8.969,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2126,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2127,0.789,0.564,7.998,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2128,0.629,0.404,8.675,Cc1cc2cc(CCN(C)c3nc(N=N)n4nc(-c5ccco5)nc4n3)c1c(N)n2
2129,0.779,0.492,8.251,C=C(O)c1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2130,0.798,0.582,8.969,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2131,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2132,0.774,0.482,7.86,CC=C(O)c1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2133,0.696,0.193,7.245,Cc1cccc(C(=NN)C(O)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2134,0.585,0.559,9.172,C=C1c2cccc(c2)CC1N(C)c1nc(N)n2nc(-c3ccc(O)o3)nc2n1
2135,0.574,0.432,7.8,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1Cc2cc(C=CC=N)c1cc2O
2136,0.71,0.319,7.977,C=Cc1cccc(C(O)CN(C)c2nc(NN)n3nc(-c4ccco4)nc3n2)c1
2137,0.786,0.582,9.074,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2138,0.798,0.582,8.969,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2139,0.789,0.564,7.998,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2140,0.798,0.582,8.969,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2141,0.758,0.515,7.953,C=Cc1cc(O)c(C)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2142,0.798,0.582,8.969,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2143,0.748,0.47,8.812,CN(CCc1ccc(O)c(C=C=O)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2144,0.633,0.51,8.427,Cc1cc2c3cccc1c3CN(c1nc(N)n3nc(-c4ccco4)nc3n1)C=2
2145,0.766,0.431,8.621,C#CN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2146,0.744,0.368,7.76,C=C(C)c1cccc(CCN(C=N)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2147,0.773,0.524,8.442,CCc1cccc(CCN(C)c2nc(N)n3nc(-c4ccc(O)o4)nc3n2)c1
2148,0.58,0.746,8.484,CCC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2149,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2150,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2151,0.746,0.515,8.338,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4occ(C)c4N)nc3n2)c1
2152,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2153,0.787,0.534,7.601,C=Cc1cccc(CCN(C)c2ncn3nc(-c4ccco4)nc3n2)c1
2154,0.73,0.383,8.152,C=Cc1cc(N)cc(CCN(C)c2nc(N=C)n3nc(-c4ccco4)nc3n2)c1
2155,0.793,0.585,8.604,CCCc1cccc2c1CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
2156,0.789,0.564,7.998,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2157,0.63,0.427,7.878,CCc1cc(O)oc1-c1nc2nc3nc(n2n1)NCN3CCc1cc(C)ccc1N
2158,0.744,0.549,8.24,Cc1cccc(C(N)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2159,0.739,0.564,6.778,C=C(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1ccc2c(c1)C=CC2
2160,0.618,0.6,8.418,C=C1c2cccc(c2)CC1N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2161,0.597,0.588,7.876,Cc1cccc2c1NC(N1C=Nc3nc1nc1nc(-c4ccco4)nn31)C2
2162,0.798,0.582,8.969,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2163,0.687,0.471,7.858,CN(CCc1c(O)c2ccc1cc2)c1nc(N)n2nc(-c3ccco3)nc2n1
2164,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2165,0.788,0.6,8.464,C=Cc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2166,0.799,0.593,8.348,Cc1cccc2c1CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
2167,0.71,0.514,9.35,CC(Cc1cccc(C=CN)c1)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2168,0.799,0.593,8.348,Cc1cccc2c1CN(c1nc(N)n3nc(-c4ccco4)nc3n1)CC2
2169,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2170,0.751,0.487,9.146,C=Cc1cccc(C(=N)CN(C)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
2171,0.473,0.771,8.959,C=CC1=C2C=CC(=C1)C2C1Nc2nc(nc3nc(-c4ccco4)nn23)N1C
2172,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2173,0.704,0.315,7.898,C=Cc1ccc(C)c(CCN(C=N)c2nc(N)n3nc(-c4ccc(O)o4)nc3n2)c1
2174,0.731,0.371,7.196,Nc1nc(N(C=O)CCc2cccc(C=C=O)c2)nc2nc(-c3ccco3)nn12
2175,0.716,0.201,6.791,C=C(C)c1cccc(CCN(C=O)c2nc(N=NN)n3nc(-c4ccco4)nc3n2)c1
2176,0.726,0.553,8.214,C=Cc1cccc(CC(C)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2177,0.676,0.397,7.752,C=Cc1cccc(C(C)C(=N)N(C)c2ncn3nc(-c4ccco4)nc3n2)c1O
2178,0.698,0.422,8.326,C=Cc1cccc2c1C=C(N(C#N)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2179,0.514,0.531,7.797,CC1=C2C=CC(=C1)C2C(O)N(C)c1nc(N=O)n2nc(-c3ccco3)nc2n1
2180,0.744,0.482,9.034,C=Cc1cccc(CCN(CC)c2nc(N)n3nc(-c4occ(C)c4N)nc3n2)c1
2181,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2182,0.794,0.515,8.007,Cc1cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1N
2183,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2184,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2185,0.555,0.582,9.106,COCC1=C2C=CC(=C1)C2CNc1nc(N)n2nc(-c3cc(O)co3)nc2n1
2186,0.752,0.467,9.51,C=C(C=N)N(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2187,0.441,0.744,7.889,CN1c2nc(n3nc(-c4ccco4)nc3n2)NC1CC1=C2C3=CC(=C1)C2OC3
2188,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2189,0.72,0.285,8.119,C=Cc1cccc(CCN(C)c2nc(N=NN)n3nc(-c4occc4C)nc3n2)c1
2190,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2191,0.774,0.422,7.936,Cc1cccc(CC(=N)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2192,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2193,0.58,0.746,8.484,CCC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2194,0.771,0.526,7.039,C=Cc1cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)ccc1O
2195,0.754,0.405,8.084,C=Cc1cccc(CCN(C#N)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2196,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2197,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2198,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2199,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2200,0.73,0.271,7.861,C=Cc1cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)cc(N=NN)c1
2201,0.752,0.386,8.896,CCc1cccc(C#CN(CCOC)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2202,0.576,0.577,8.09,Cc1c2cc3c(c1CCC3)C(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2203,0.776,0.365,7.256,CCc1ccc(CO)c(CCN(CCO)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2204,0.589,0.579,7.337,CC1(C)C(N2CNc3nc2nc2nc(-c4ccco4)nn32)=Cc2cccc1c2
2205,0.747,0.413,7.357,C=Cc1ccc(CC)c(CCN(CC=O)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2206,0.787,0.515,8.127,Cc1cc(N)cc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2207,0.746,0.505,8.095,C=CC(=CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cccc(CC)c1
2208,0.718,0.479,7.707,C=Cc1cccc(C=CN(C)c2nc(N=C)n3nc(-c4ccco4)nc3n2)c1
2209,0.759,0.446,7.812,CN(CCc1cccc(CC=O)c1)c1nc(N)n2nc(-c3ccc(N)o3)nc2n1
2210,0.701,0.547,9.696,C=Cc1cccc2c1C=C(N(C)c1nc(N)n3nc(-c4occc4CC)nc3n1)C2
2211,0.741,0.47,8.875,CN(CCc1cc(O)cc(C=C=O)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2212,0.789,0.564,7.998,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2213,0.666,0.546,8.992,C=Cc1cccc(CC2=Nc3nc(nc4nc(-c5ccc(C)o5)nn34)N2C)c1
2214,0.724,0.32,8.474,C=Cc1cccc(CC(=N)N(C)c2nc(N)n3nc(-c4cc(C)c(CN)o4)nc3n2)c1
2215,0.636,0.531,7.727,C#Cc1ccc(-c2nc3nc4nc(n3n2)NCN4CCc2cccc(C=C)c2)o1
2216,0.636,0.756,7.89,CN(CCC1=CC2=CC=C1C2)c1nc(N)n2nc(-c3ccco3)nc2n1
2217,0.632,0.747,8.026,C=C1C2=CC=C1C(CCN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=C2
2218,0.599,0.697,7.846,C=C1C2=CC=C1C(CCN(C)c1nc(N)n3nc(-c4occc4O)nc3n1)=C2
2219,0.711,0.451,8.514,C=CN(CCc1cccc(C=CNC)c1)c1nc(N)n2nc(-c3occc3C)nc2n1
2220,0.71,0.322,8.851,C=Cc1cccc(CCN(C=N)c2nc(N)n3nc(-c4occc4O)nc3n2)c1
2221,0.737,0.419,7.837,C=Cc1cc(CCN(C)c2nc(N)n3nc(-c4occc4O)nc3n2)ccc1N
2222,0.583,0.325,8.392,C=C1C2=CC=C1C(CC(=N)N(C)c1nc(NCN)n3nc(-c4ccco4)nc3n1)=C2
2223,0.705,0.558,8.945,C=C(C)c1cccc2c1C=C(N(C)c1nc(N)n3nc(-c4occc4C)nc3n1)C2
2224,0.711,0.285,7.926,Cc1cc(O)cc(C(=N)CN(C=N)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2225,0.586,0.58,8.705,C=Cc1cccc(C2=NCN3c4nc(n5nc(-c6ccco6)nc5n4)NC23)c1C
2226,0.717,0.318,8.501,C=Cc1cccc(C#CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
2227,0.71,0.325,8.257,C=Cc1cccc(CCN(CC)c2nc(N)n3nc(-c4cc(ON=C)co4)nc3n2)c1
2228,0.583,0.518,7.555,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1c2cccc(c2)C1OC=O
2229,0.549,0.42,8.68,C=Cc1cccc(CC2Nc3nc(nc4nc(-c5cc(O)co5)nn34)N2CC=N)c1
2230,0.569,0.524,7.95,C=Cc1cccc(CC2Nc3nc(nc4nc(-c5occc5C)nn34)N2C)c1CO
2231,0.564,0.549,8.734,C=Cc1cccc(CC2Nc3nc(nc4nc(-c5cc(O)co5)nn34)N2C)c1C
2232,0.579,0.561,8.468,C=Cc1cccc(CC2Nc3nc(nc4nc(-c5cc(O)co5)nn34)N2C)c1
2233,0.702,0.378,7.749,C=Cc1ccc(O)c(CCN(C=O)c2nc(N)n3nc(-c4occ(N)c4C)nc3n2)c1
2234,0.735,0.483,8.613,C=Cc1cccc(CCN(C=O)c2nc(N)n3nc(-c4occc4C)nc3n2)c1
2235,0.765,0.589,8.003,C=Cc1cccc(C2=CCN(c3nc(N)n4nc(-c5ccco5)nc4n3)C2)c1
2236,0.593,0.513,8.437,CC(=O)N(CC1C(=O)c2cccc1c2)c1nc(N)n2nc(-c3cc(O)co3)nc2n1
2237,0.723,0.416,8.718,CC(O)c1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
2238,0.77,0.588,9.323,CCc1cccc2c1CN(c1nc(N)n3nc(-c4occc4C)nc3n1)CC2
2239,0.757,0.558,9.373,CCc1cccc2c1CN(c1nc(N)n3nc(-c4cc(O)co4)nc3n1)CC2
2240,0.61,0.586,8.088,CCN1c2nc(n3nc(-c4occc4C)nc3n2)NC1Cc1cccc(C)c1
2241,0.743,0.482,8.256,Cc1cccc(CCN(C=O)c2nc(N)n3nc(-c4ccc(O)o4)nc3n2)c1
2242,0.765,0.5,7.857,N#Cc1cccc(CCN(C=O)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2243,0.695,0.514,7.347,C=Cc1cccc(C(N)C(=O)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2244,0.764,0.542,8.155,Nc1nc(N2CN=C(c3cccc(CO)c3)C2)nc2nc(-c3ccco3)nn12
2245,0.626,0.59,7.68,CN(CCC1=C(N)C2=CC(N)=C1C2)c1nc(N)n2nc(-c3ccco3)nc2n1
2246,0.807,0.562,8.632,CCN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2247,0.783,0.49,8.044,CCN(CCc1cc(C)cc(N)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2248,0.71,0.512,8.403,Cc1cc(N)cc(C2CN(c3nc(N)n4nc(-c5ccco5)nc4n3)CO2)c1
2249,0.762,0.491,8.452,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
2250,0.728,0.419,8.88,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccc(O)o4)nc3n2)c1N
2251,0.74,0.184,8.346,C=CCOCN(CC(=N)c1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2252,0.715,0.273,8.506,CN(CCc1cccc(C=CO)c1N)c1nc(N)n2nc(-c3ccc(O)o3)nc2n1
2253,0.74,0.584,8.634,Cc1cccc2c1N=C(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2254,0.764,0.34,8.427,Cc1cccc(CCN(C)c2nc(NO)n3nc(-c4ccco4)nc3n2)c1N
2255,0.764,0.34,8.427,Cc1cccc(CCN(C)c2nc(NO)n3nc(-c4ccco4)nc3n2)c1N
2256,0.752,0.44,9.298,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccc(O)o4)nc3n2)c1N
2257,0.603,0.562,7.542,CCN(CCC1=CC2=CC(OC=O)=C1C2)c1nc(N)n2nc(-c3ccco3)nc2n1
2258,0.724,0.437,8.704,Cc1cccc(C(N)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
2259,0.694,0.55,8.256,Cc1cccc2c1N(O)C(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2260,0.766,0.443,7.762,Cc1cc(O)c(CN)c(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2261,0.735,0.296,8.34,Cc1ccc2c(c1O)CCN(c1nc(NN)n3nc(-c4cc(O)co4)nc3n1)C2
2262,0.808,0.593,8.553,Cc1ccc2c(c1)CCN(c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2263,0.767,0.392,8.556,Cc1ccc(CN)cc1CCN(CN)c1nc(N)n2nc(-c3ccco3)nc2n1
2264,0.591,0.522,7.778,C=Cc1cc2cc(c1N)CC2N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2265,0.786,0.49,9.341,CCN(CCc1cc(CN)ccc1C)c1nc(N)n2nc(-c3ccco3)nc2n1
2266,0.715,0.587,8.44,C=Cc1ccc2c(c1)CC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2267,0.562,0.767,7.523,CN(c1nc(N)n2nc(-c3ccco3)nc2n1)C1CC2=CC3=CC(=C2C3)C1
2268,0.715,0.587,8.44,C=Cc1ccc2c(c1)CC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2269,0.715,0.587,8.44,C=Cc1ccc2c(c1)CC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2270,0.629,0.538,8.0,CN(CCc1cc2ccc1CC2N)c1nc(N)n2nc(-c3ccco3)nc2n1
2271,0.715,0.587,8.44,C=Cc1ccc2c(c1)CC(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2272,0.774,0.459,7.586,CCc1ccc(C)c(CCN(CN)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2273,0.587,0.773,7.854,CC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2274,0.683,0.475,7.701,COCCN(CCc1cc2ccc1CC2)c1nc(N)n2nc(-c3ccco3)nc2n1
2275,0.802,0.486,9.342,COCCN(CCc1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2276,0.665,0.393,7.638,C=C(C(O)c1cc(O)cc(C=O)c1C)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2277,0.713,0.373,7.773,CCc1cccc(C(O)CN(C#N)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2278,0.74,0.522,8.569,CCc1cccc(C(C)CN(C)c2ncn3nc(-c4ccco4)nc3n2)c1
2279,0.582,0.503,8.526,C#Cc1cccc(C(C)CN2C=Nc3nc2nc2nc(-c4occc4C)nn32)c1
2280,0.582,0.503,8.526,C#Cc1cccc(C(C)CN2C=Nc3nc2nc2nc(-c4occc4C)nn32)c1
2281,0.701,0.4,9.327,C#CN(CC(CC)c1cccc(C)c1)c1nc(N)n2nc(-c3ccco3)nc2n1
2282,0.698,0.371,7.477,CCc1cc(C)cc(C(C=O)C(=O)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2283,0.734,0.367,8.69,Cc1cccc(C(=N)CN(C)c2nc(N)n3nc(-c4ccc(N)o4)nc3n2)c1O
2284,0.745,0.558,7.492,C=C(CN(C)c1nc(N)n2nc(-c3cc(C)co3)nc2n1)c1cccc(C)c1C
2285,0.686,0.28,8.736,C=Cc1cc(O)cc(CC(=N)N(C)c2nc(N)n3nc(-c4occc4N)nc3n2)c1C
2286,0.688,0.536,9.098,C=Cc1cc(O)cc2c1C=C(N(C)c1nc(N)n3nc(-c4occc4C)nc3n1)C2
2287,0.604,0.519,7.366,Cc1c2cc(O)c(c1C)OC2C(=O)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2288,0.758,0.47,8.983,Cc1c(C=O)cc(O)cc1CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2289,0.571,0.344,7.814,C=Nc1nc(N(CO)CCC2=CC3=CC(C=O)=C2C3)nc2nc(-c3ccco3)nn12
2290,0.746,0.417,8.519,CCc1cccc(CCN(C)c2nc(N)n3nc(-c4cc(O)co4)nc3n2)c1N
2291,0.727,0.417,7.42,CN(CCc1cc(O)cc2c1NOCC2)c1nc(N)n2nc(-c3ccco3)nc2n1
2292,0.766,0.482,8.705,C=C(C)c1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1N
2293,0.58,0.428,7.583,CC(C1CCc2cccc1c2NO)N(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2294,0.789,0.564,7.998,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2295,0.656,0.389,8.644,Cc1cccc2c1NC(N(C(N)=O)c1nc(N)n3nc(-c4ccc(O)o4)nc3n1)C2
2296,0.557,0.56,7.892,Cc1cc2cc(c1O)C(N1CNc3nc1nc1nc(-c4ccco4)nn31)C2
2297,0.649,0.562,8.204,Cc1cccc(C2CN(C)c3nc2n2nc(-c4ccco4)nc2n3)c1
2298,0.778,0.594,8.388,Cc1cc(O)cc2c1CN(c1ncn3nc(-c4ccco4)nc3n1)CC2
2299,0.654,0.344,7.734,C=NC(Cc1cc(C)cc(C)c1)N(CO)c1nc(N)n2nc(-c3cc(C)co3)nc2n1
2300,0.773,0.552,8.107,C=C(Cc1cccc(C)c1)N(C)c1ncn2nc(-c3ccco3)nc2n1
2301,0.785,0.552,8.122,Cc1cccc(CCN(C)c2ncn3nc(-c4ccco4)nc3n2)c1N
2302,0.497,0.762,8.518,CN(CC1C2=CC3=C1C=C2C3N)c1ncn2nc(-c3ccco3)nc2n1
2303,0.78,0.59,7.825,Cc1cccc(CCN(C)c2ncn3nc(-c4ccc(N)o4)nc3n2)c1
2304,0.587,0.773,7.854,CC1=C2C=CC(=C1)C2CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1
2305,0.724,0.505,8.245,Cc1cccc(CC(N)N(C)c2nc(N)n3nc(-c4ccc(C)o4)nc3n2)c1
2306,0.714,0.377,7.577,Cc1cccc(CC(O)N(C=O)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2307,0.728,0.512,8.004,Cc1cccc(CC(N)N(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2308,0.789,0.564,7.998,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2309,0.811,0.59,8.188,Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2310,0.564,0.657,8.332,C=NC1C2=CC=C1C(CCN(C)c1nc(N)n3nc(-c4ccco4)nc3n1)=C2
2311,0.593,0.638,8.174,CN(CCC1=CC2=CC=C1C2=N)c1nc(N=N)n2nc(-c3ccco3)nc2n1
2312,0.588,0.614,8.17,COC1=C2CC(=C1)C=C2CCN(C)c1nc(N=N)n2nc(-c3ccco3)nc2n1
2313,0.579,0.426,7.239,COC1=C2CC(=C1)C=C2CCN(C=O)c1nc(NO)n2nc(-c3ccco3)nc2n1
2314,0.626,0.607,8.587,Cc1cc2ccc1C(N(C)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
2315,0.646,0.399,7.881,C=C(CCN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)C1=C(O)C=CC1OO
2316,0.605,0.585,7.639,CN(C(=O)C1C=Cc2cccc1c2)c1nc(N)n2nc(-c3ccco3)nc2n1
2317,0.716,0.48,8.203,CCC(CN(C)c1nc(N)n2nc(-c3ccco3)nc2n1)c1cc(C)cc(N)c1
2318,0.643,0.223,7.18,Cc1cccc(C(=N)C(N=O)N(C)c2nc(NC=N)n3nc(-c4ccco4)nc3n2)c1
2319,0.789,0.564,7.998,C=Cc1cccc(CCN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1
2320,0.658,0.333,7.375,Cc1cccc(C(CN)C(O)N(C)c2nc(N)n3nc(-c4ccc(N)o4)nc3n2)c1
2321,0.658,0.333,7.375,Cc1cccc(C(CN)C(O)N(C)c2nc(N)n3nc(-c4ccc(N)o4)nc3n2)c1
2322,0.683,0.338,9.552,Cc1cc(N)cc(C(CN=O)CN(C)c2nc(N)n3nc(-c4ccco4)nc3n2)c1C
2323,0.744,0.395,8.06,CCc1coc(-c2nc3nc(N(C#N)CCc4cccc(C)c4)nc(N)n3n2)c1
2324,0.579,0.511,8.508,Cc1cc2ccc1C(N(C=O)c1nc(N)n3nc(-c4ccc(N)o4)nc3n1)C2
2325,0.65,0.229,7.884,Cc1cccc2c1NC(N)(N(C=N)c1nc(N)n3nc(-c4ccco4)nc3n1)C2
